,comp_id,top3
27745,2498594,"[2494809, 2497658, 2498344, 2498594]"
27746,2498598,"[2494045, 2498598, 2499592, 2522247]"
27747,2498623,[2498623]
27748,2498630,"[2498630, 2500499, 2509474, 2516153]"
27749,2498631,"[2492958, 2498631, 2501761, 2526794]"
27750,2498632,[2498632]
27751,2498635,"[2489848, 2498635, 2511809, 2534631]"
27752,2498636,"[2498636, 2502004, 2502926, 2537035]"
27753,2498649,"[2498649, 2500080, 2525104, 2531396]"
27754,2498657,"[2498657, 2499286, 2528248, 2532315]"
27755,2498662,"[2498662, 2504467, 2511430, 2525274]"
27756,2498663,[2498663]
27757,2498666,"[2489248, 2498666, 2516958, 2535791]"
27758,2498667,"[2487991, 2498667, 2512092, 2529287]"
27759,2498671,"[1524430, 2498671, 2520067, 2536235]"
27760,2498672,"[2488115, 2496054, 2498672, 2507389]"
27761,2498673,"[2300615, 2498673]"
27762,2498680,"[2494631, 2497062, 2498680, 2529752]"
27763,2498681,"[2498681, 2534280]"
27764,2498683,"[2498683, 2525439, 2529727]"
27765,2498684,"[2498684, 2498956, 2523593, 2524384]"
27766,2498688,"[2490464, 2493446, 2498688, 2504353]"
27767,2498691,"[2275153, 2490492, 2492898, 2498691]"
27768,2498692,"[2498692, 2514458, 2519434, 2522832]"
27769,2498699,"[2488637, 2498699, 2504667, 2513259]"
27770,2498701,"[2496136, 2498701, 2501210, 2511295]"
27771,2498702,"[2491042, 2498702, 2501710, 2503575]"
27772,2498704,"[2494708, 2498704, 2516342, 2535847]"
27773,2498708,"[2491234, 2498708, 2507191, 2523374]"
27774,2498717,"[2489921, 2498717, 2512218, 2527649]"
27775,2498724,"[2498724, 2516140]"
27776,2498725,"[2492646, 2493697, 2498725, 2533749]"
27777,2498728,"[2490136, 2495458, 2498728, 2498855]"
27778,2498730,"[2498730, 2499115, 2499605, 2529796]"
27779,2498736,"[2498736, 2498878, 2500616, 2527971]"
27780,2498737,"[2492102, 2498737, 2501800, 2529337]"
27781,2498739,"[2487991, 2498739, 2512092, 2529287]"
27782,2498742,"[2491380, 2496786, 2498742, 2503362]"
27783,2498744,"[2488068, 2490478, 2498744, 2510918]"
27784,2498750,"[2488274, 2493011, 2498750, 2516970]"
27785,2498754,"[443002, 443012, 2498754, 2504614]"
27786,2498757,"[2492622, 2493780, 2498757, 2511175]"
27787,2498759,"[2492646, 2493893, 2498759, 2533749]"
27788,2498768,"[2498768, 2506742, 2517153, 2527144]"
27789,2498772,"[2498772, 2511403, 2519648, 2524022]"
27790,2498775,"[2498775, 2519653, 2528245, 2530226]"
27791,2498778,"[2493091, 2498778, 2514113, 2521755]"
27792,2498779,"[2498779, 2511099, 2515180, 2516786]"
27793,2498780,"[2498780, 2507585, 2523783, 2528360]"
27794,2498788,"[2496038, 2498788, 2518673, 2522660]"
27795,2498790,"[2492684, 2498790, 2503624, 2519965]"
27796,2498794,"[2498794, 2517711, 2518528, 2521498]"
27797,2498800,"[2498800, 2506599, 2518996, 2525568]"
27798,2498801,"[2498801, 2509100, 2516268, 2520676]"
27799,2498804,"[2498804, 2511870, 2524133, 2530269]"
27800,2498808,"[2498808, 2505377, 2509205, 2520974]"
27801,2498811,"[2490136, 2498811, 2501558, 2504507]"
27802,2498815,"[2498815, 2499189, 2527336]"
27803,2498816,"[2498816, 2499557, 2504758, 2535659]"
27804,2498817,"[2498817, 2501444, 2503290, 2507818]"
27805,2498829,[2498829]
27806,2498832,"[2498832, 2500277, 2506715, 2508965]"
27807,2498835,"[2489824, 2498835, 2516172, 2527006]"
27808,2498840,"[2491363, 2493607, 2498840, 2518056]"
27809,2498841,"[812009, 2498841, 2501957, 2536678]"
27810,2498843,"[2495780, 2498843, 2510617, 2530352]"
27811,2498846,"[2498846, 2501781, 2509777, 2517276]"
27812,2498847,"[2498847, 2503138, 2509412, 2509920]"
27813,2498848,"[2498848, 2514574]"
27814,2498855,"[2494905, 2495458, 2498728, 2498855]"
27815,2498864,"[2489803, 2493235, 2498864, 2505913]"
27816,2498865,"[2498865, 2500236, 2501724, 2507458]"
27817,2498870,"[2497427, 2498870, 2509107]"
27818,2498875,"[2493502, 2498875, 2506543, 2530956]"
27819,2498878,"[2492946, 2498878, 2499584, 2500616]"
27820,2498880,"[34933, 1378431, 1627572, 2498880]"
27821,2498881,"[2498881, 2503180, 2508416, 2529600]"
27822,2498883,"[2491630, 2497371, 2498883, 2509598]"
27823,2498884,"[2498884, 2519228, 2526218]"
27824,2498889,"[2498351, 2498889, 2500817, 2515895]"
27825,2498893,"[2494021, 2498893, 2504417, 2506366]"
27826,2498895,"[2498895, 2519758, 2528227, 2533839]"
27827,2498899,"[2498899, 2524364, 2527002]"
27828,2498906,[2498906]
27829,2498909,"[2495849, 2497783, 2498909, 2509612]"
27830,2498912,"[2491498, 2498912, 2511031, 2535901]"
27831,2498913,"[2497317, 2498913, 2526262, 2536669]"
27832,2498915,"[2498296, 2498915, 2511305, 2512611]"
27833,2498917,"[2488144, 2498917, 2499765, 2507949]"
27834,2498919,"[2496406, 2498919, 2514787, 2518420]"
27835,2498921,"[2494582, 2498921, 2511622, 2537128]"
27836,2498923,[2498923]
27837,2498929,"[2493015, 2498929, 2505646, 2513123]"
27838,2498938,"[2487616, 2496548, 2498938, 2519090]"
27839,2498939,"[2274668, 2496324, 2498939, 2512261]"
27840,2498940,"[2498940, 2510081, 2520624, 2520729]"
27841,2498946,"[2498946, 2505280, 2509087, 2524865]"
27842,2498956,"[2493353, 2498684, 2498956, 2524384]"
27843,2498957,"[2497861, 2497935, 2498957, 2503052]"
27844,2498958,"[2490998, 2498958, 2516876, 2532510]"
27845,2498959,"[2498959, 2504382, 2522187, 2526855]"
27846,2498965,[2498965]
27847,2498980,"[2494000, 2498980, 2499382, 2530266]"
27848,2498985,"[647673, 2498985, 2499539, 2509804]"
27849,2498993,"[2493737, 2494883, 2498993, 2502616]"
27850,2498994,"[2489750, 2495511, 2498994, 2530720]"
27851,2498998,"[2494684, 2498998, 2499274, 2525950]"
27852,2499002,"[1140598, 2499002]"
27853,2499003,"[2491285, 2499003, 2499944, 2511932]"
27854,2499007,"[2498846, 2499007, 2501781, 2509777]"
27855,2499022,[2499022]
27856,2499023,"[2491430, 2499023, 2512761, 2531679]"
27857,2499029,"[2497509, 2499029, 2501030, 2512300]"
27858,2499030,"[2499030, 2503348, 2506737, 2514245]"
27859,2499031,"[2491213, 2496720, 2499031, 2516024]"
27860,2499033,"[2488585, 2492523, 2499033, 2532094]"
27861,2499034,"[674796, 2341317, 2488120, 2499034]"
27862,2499036,"[2496900, 2498121, 2499036, 2524781]"
27863,2499038,"[2492108, 2499038, 2500852, 2521588]"
27864,2499040,[2499040]
27865,2499046,"[2499046, 2500468, 2526370, 2528768]"
27866,2499047,"[2499047, 2503330, 2528460, 2536855]"
27867,2499049,"[2499049, 2500940, 2510823, 2512025]"
27868,2499052,"[2488718, 2499052, 2518223, 2529208]"
27869,2499055,"[2115221, 2194016, 2499055, 2515874]"
27870,2499059,"[2491416, 2499059, 2510887, 2514203]"
27871,2499063,"[2489655, 2499063, 2512183, 2521650]"
27872,2499066,"[2499066, 2517132, 2522216, 2529199]"
27873,2499067,"[1522653, 2499067, 2508133, 2514565]"
27874,2499068,"[2499068, 2512508, 2512524, 2519618]"
27875,2499072,"[2357924, 2373025, 2499072, 2517319]"
27876,2499075,"[2490265, 2491867, 2493915, 2499075]"
27877,2499077,"[2496093, 2499077, 2515662, 2537026]"
27878,2499080,"[2493776, 2499080, 2504193, 2527066]"
27879,2499086,"[2499086, 2503121, 2534339, 2536166]"
27880,2499087,"[2490339, 2491544, 2492179, 2499087]"
27881,2499092,"[2499092, 2509638, 2514256, 2532219]"
27882,2499095,"[2488181, 2493444, 2499095, 2536424]"
27883,2499097,"[1759479, 1759765, 2499097, 2502807]"
27884,2499101,"[2496588, 2496960, 2499101, 2501589]"
27885,2499103,"[484090, 2284288, 2499103, 2526881]"
27886,2499105,"[2497533, 2499105, 2506751, 2518616]"
27887,2499111,"[2494052, 2499111, 2518031, 2533398]"
27888,2499112,"[2492824, 2495089, 2499112, 2510113]"
27889,2499115,"[2499115, 2499605, 2505537, 2529796]"
27890,2499132,"[2497616, 2499132, 2506414, 2508390]"
27891,2499134,"[2499134, 2504613, 2510392]"
27892,2499135,"[2492636, 2499135, 2513626, 2525191]"
27893,2499137,"[2499137, 2502684, 2504145, 2531778]"
27894,2499138,"[2499138, 2508369, 2522739]"
27895,2499148,"[2494809, 2498344, 2499148, 2513246]"
27896,2499150,"[2496786, 2499150, 2499804, 2503362]"
27897,2499160,"[2492128, 2494109, 2499160, 2502653]"
27898,2499161,"[2499161, 2507937, 2511114, 2536251]"
27899,2499163,"[2499163, 2503666, 2504136, 2517709]"
27900,2499166,"[1622615, 2260977, 2499166, 2511958]"
27901,2499171,"[2496343, 2499171, 2504982, 2529823]"
27902,2499176,"[738459, 2495786, 2499176, 2499442]"
27903,2499180,"[2489716, 2499180, 2535145, 2535921]"
27904,2499181,"[2499181, 2507755, 2509271, 2519559]"
27905,2499185,"[2499185, 2513874, 2517667, 2524720]"
27906,2499189,"[2498815, 2499189, 2507063, 2509012]"
27907,2499200,"[2499200, 2503720, 2504275, 2506264]"
27908,2499208,"[2499208, 2500111, 2505477, 2522364]"
27909,2499212,"[2498811, 2499212, 2501558, 2505715]"
27910,2499214,"[2499214, 2502220, 2507755, 2519559]"
27911,2499216,"[2499216, 2511832, 2514374, 2518219]"
27912,2499217,"[2493494, 2493695, 2496904, 2499217]"
27913,2499220,"[2490486, 2499220, 2500514, 2503852]"
27914,2499235,"[2499235, 2516979, 2529357, 2533819]"
27915,2499242,"[2490373, 2491708, 2499242, 2527657]"
27916,2499243,"[2499243, 2506214, 2510691, 2530014]"
27917,2499245,[2499245]
27918,2499246,"[2494972, 2496928, 2498544, 2499246]"
27919,2499249,"[2499249, 2505766, 2510369, 2514848]"
27920,2499254,"[2487948, 2499254, 2523269, 2524889]"
27921,2499261,"[2499261, 2520635, 2523280, 2531649]"
27922,2499269,"[2488908, 2491421, 2494994, 2499269]"
27923,2499271,"[2499271, 2531924]"
27924,2499274,"[2498998, 2499274, 2525950, 2533848]"
27925,2499286,"[2498657, 2499286, 2518268, 2528248]"
27926,2499293,"[2499293, 2511381, 2515867, 2516606]"
27927,2499304,"[2496548, 2499304, 2519090]"
27928,2499306,[2499306]
27929,2499313,"[2499313, 2509507, 2524017, 2528414]"
27930,2499315,"[1759479, 2499315, 2531372, 2532278]"
27931,2499325,"[2492754, 2499325, 2500361, 2522368]"
27932,2499334,"[373381, 2499334, 2499481, 2511012]"
27933,2499337,"[2490650, 2499337]"
27934,2499344,"[2492243, 2499344, 2500226, 2502841]"
27935,2499345,"[2498420, 2499345, 2500478, 2522907]"
27936,2499346,"[2492478, 2493651, 2499346, 2523911]"
27937,2499355,"[268896, 268899, 2490489, 2499355]"
27938,2499357,[2499357]
27939,2499358,"[2499358, 2522201, 2524857, 2535990]"
27940,2499359,"[2489930, 2492331, 2499359, 2523378]"
27941,2499365,"[2488477, 2492243, 2499365, 2513550]"
27942,2499366,"[2490554, 2499366, 2519997, 2523258]"
27943,2499368,"[2493091, 2499368, 2513417, 2521755]"
27944,2499369,"[2499369, 2510054, 2512917, 2522398]"
27945,2499371,"[2499371, 2500540, 2509202, 2511408]"
27946,2499372,"[2499372, 2516938]"
27947,2499376,"[2499376, 2503461, 2511570, 2534291]"
27948,2499380,"[2490204, 2499380, 2517808, 2528056]"
27949,2499382,"[2494000, 2498980, 2499382, 2530266]"
27950,2499384,"[2491800, 2499384, 2516268, 2520676]"
27951,2499385,"[2494032, 2499385, 2516054, 2535859]"
27952,2499391,"[2492622, 2499391, 2505502, 2511175]"
27953,2499397,"[2495809, 2499397, 2503041, 2521834]"
27954,2499399,"[2489142, 2489955, 2499399, 2510481]"
27955,2499402,"[2490037, 2499402, 2503107, 2508902]"
27956,2499403,"[2499403, 2506805, 2507167, 2534854]"
27957,2499404,"[2499404, 2518645, 2520994, 2527261]"
27958,2499410,"[1840466, 2499410]"
27959,2499415,"[2499415, 2503141, 2526285, 2527475]"
27960,2499424,"[2499424, 2525984, 2529903, 2532715]"
27961,2499435,"[2499435, 2500732, 2508508, 2529614]"
27962,2499437,"[2499437, 2502474, 2511622, 2537128]"
27963,2499438,"[2493565, 2499438, 2503666, 2510656]"
27964,2499439,"[665558, 2499439, 2522648, 2536398]"
27965,2499442,"[857696, 2499176, 2499442, 2536521]"
27966,2499446,"[2499446, 2501348, 2507081, 2513316]"
27967,2499448,"[2489082, 2499448, 2501674, 2502361]"
27968,2499452,"[2496746, 2499452, 2515064, 2521901]"
27969,2499454,"[2488351, 2498273, 2499454, 2511647]"
27970,2499457,"[2495347, 2499457, 2499923, 2516171]"
27971,2499459,"[2499459, 2508997, 2528245, 2530226]"
27972,2499461,"[2499461, 2522994, 2531442]"
27973,2499464,"[2492888, 2499464, 2501934, 2512943]"
27974,2499466,"[2492710, 2499466, 2507673, 2525549]"
27975,2499473,"[2499473, 2514801]"
27976,2499475,"[2487678, 2499475, 2516863, 2519571]"
27977,2499481,"[373381, 2499334, 2499481, 2511012]"
27978,2499483,"[2499483, 2503780, 2505955, 2523215]"
27979,2499484,[2499484]
27980,2499485,"[2491947, 2491990, 2499485, 2521602]"
27981,2499491,"[2491438, 2497470, 2499491, 2533066]"
27982,2499497,"[2357924, 2499072, 2499497, 2517319]"
27983,2499500,"[2489416, 2492978, 2499500, 2504970]"
27984,2499506,"[2499506, 2529767, 2530179, 2533519]"
27985,2499507,"[2491695, 2499507, 2500631, 2504912]"
27986,2499508,"[2499508, 2501395, 2518028, 2536835]"
27987,2499509,"[1959385, 1959387, 2499509, 2504373]"
27988,2499510,"[2499510, 2500463, 2506154, 2527400]"
27989,2499511,"[1970645, 2495249, 2499511, 2529798]"
27990,2499512,"[2493160, 2496683, 2499512, 2509870]"
27991,2499516,"[2499516, 2510181]"
27992,2499517,"[2499517, 2501086, 2504917, 2532780]"
27993,2499519,"[2491620, 2499519, 2510790, 2528482]"
27994,2499531,"[2489407, 2491854, 2499531, 2535621]"
27995,2499534,"[2499534, 2501484, 2516801, 2522534]"
27996,2499537,"[2499537, 2502533, 2516429, 2522036]"
27997,2499539,"[647673, 2216631, 2498985, 2499539]"
27998,2499548,"[2499548, 2502502, 2505549, 2511771]"
27999,2499553,"[2499553, 2500784, 2509419, 2521562]"
28000,2499557,"[2498816, 2499557, 2504758, 2535659]"
28001,2499561,"[2499561, 2505022, 2509499, 2515632]"
28002,2499564,"[2488174, 2499564, 2515396, 2517831]"
28003,2499565,"[2495851, 2495873, 2499565, 2522916]"
28004,2499570,"[2499570, 2500457, 2515705, 2525470]"
28005,2499583,"[2492424, 2497824, 2499583, 2502669]"
28006,2499584,"[2492946, 2498878, 2499584, 2500616]"
28007,2499586,"[2499586, 2509220, 2512207, 2526224]"
28008,2499591,"[2499591, 2507090, 2507112, 2531486]"
28009,2499592,"[2493307, 2498598, 2499592, 2522247]"
28010,2499596,"[1286588, 2499596, 2502335, 2511727]"
28011,2499598,"[2491971, 2499598, 2511532, 2530356]"
28012,2499599,"[2499599, 2505082, 2505832, 2517417]"
28013,2499604,"[1763, 126645, 577368, 2499604]"
28014,2499605,"[2499605, 2505537, 2529796, 2531661]"
28015,2499606,"[2495432, 2499606, 2526661, 2536035]"
28016,2499607,"[2499607, 2506273, 2521201, 2534896]"
28017,2499608,"[1363024, 2499608, 2509648, 2527516]"
28018,2499610,[2499610]
28019,2499618,"[2497459, 2499618, 2522421, 2533500]"
28020,2499619,"[2499619, 2500918, 2528234, 2533605]"
28021,2499623,"[2492386, 2499623, 2502471, 2536623]"
28022,2499629,"[2499629, 2505499, 2520641, 2526028]"
28023,2499630,"[2493081, 2499630]"
28024,2499634,[2499634]
28025,2499635,[2499635]
28026,2499639,"[2499639, 2505974, 2514977, 2522968]"
28027,2499641,"[2488799, 2499641, 2511722, 2512763]"
28028,2499643,"[2488158, 2499643, 2522183, 2527884]"
28029,2499647,"[1097598, 2487718, 2499647, 2508688]"
28030,2499657,"[2499657, 2514213, 2515906, 2532582]"
28031,2499658,"[2496746, 2499658, 2506753, 2523188]"
28032,2499659,"[2492125, 2497070, 2499659, 2523271]"
28033,2499660,"[2491287, 2499660, 2522546, 2528259]"
28034,2499663,"[2488396, 2499663, 2519036, 2529365]"
28035,2499673,"[476343, 2499673, 2512702, 2521465]"
28036,2499674,"[2499674, 2516417, 2519849, 2526893]"
28037,2499676,"[2499676, 2504625, 2508737, 2519678]"
28038,2499680,"[2488960, 2494087, 2499680, 2529394]"
28039,2499683,"[2499683, 2510094, 2526121, 2536460]"
28040,2499686,"[2499686, 2509350, 2528111, 2534865]"
28041,2499690,"[2499690, 2505354, 2519195, 2523319]"
28042,2499691,"[2490037, 2496234, 2499691, 2503107]"
28043,2499692,"[2499692, 2507549, 2513528]"
28044,2499698,"[2495606, 2499698, 2500766, 2524837]"
28045,2499699,"[2499699, 2500827, 2510776, 2529298]"
28046,2499703,"[2493092, 2499703, 2500716, 2503496]"
28047,2499706,"[2490757, 2499706, 2516369, 2521589]"
28048,2499708,"[313121, 2499708, 2526206, 2535352]"
28049,2499718,"[110533, 431763, 2499718]"
28050,2499721,"[2497123, 2499721, 2503605, 2504746]"
28051,2499738,"[2491230, 2499738, 2530889, 2531825]"
28052,2499746,"[2499746, 2501011, 2534085]"
28053,2499758,"[2488266, 2491682, 2499758, 2536179]"
28054,2499759,"[2495684, 2499759, 2508238, 2527272]"
28055,2499761,"[6402, 6968, 31125, 2499761]"
28056,2499762,"[2497705, 2499762, 2534106, 2535025]"
28057,2499763,"[2499763, 2519831, 2529374, 2537222]"
28058,2499765,"[2498917, 2499765, 2506099, 2507949]"
28059,2499771,"[2488553, 2494153, 2499771, 2527836]"
28060,2499774,"[2492354, 2498319, 2499774, 2517450]"
28061,2499777,"[2491227, 2499777, 2501508, 2507737]"
28062,2499778,"[2499778, 2511907, 2522701, 2536182]"
28063,2499781,"[2489872, 2499781, 2522936, 2532018]"
28064,2499787,"[2497609, 2499787, 2508792, 2518863]"
28065,2499796,"[2200157, 2499796, 2509042, 2511355]"
28066,2499802,"[2493971, 2499802, 2513626, 2513913]"
28067,2499804,"[2495070, 2496786, 2499804, 2503362]"
28068,2499818,"[2499818, 2501173, 2516581, 2529933]"
28069,2499819,"[2496971, 2499819, 2528630, 2535368]"
28070,2499824,"[2499824, 2513121, 2522381, 2527898]"
28071,2499827,"[2499827, 2500679, 2525316, 2525543]"
28072,2499828,"[2499828, 2502756, 2507207, 2535115]"
28073,2499829,"[2492792, 2493388, 2499829, 2512840]"
28074,2499850,"[2490174, 2499850, 2505751, 2512781]"
28075,2499851,"[2491363, 2499851, 2505308, 2535701]"
28076,2499855,"[2489418, 2499855, 2508724, 2527385]"
28077,2499856,"[2499856, 2500734, 2505021, 2510314]"
28078,2499867,"[2499867, 2506760, 2509448]"
28079,2499868,"[2490119, 2499868, 2500672, 2522199]"
28080,2499870,"[2488037, 2497866, 2499870, 2515396]"
28081,2499873,"[2499873, 2505656, 2507204, 2521951]"
28082,2499880,"[2490898, 2499880, 2503989, 2505838]"
28083,2499885,"[2496571, 2499885, 2517914, 2523806]"
28084,2499890,"[2487702, 2499890, 2510259, 2529820]"
28085,2499891,"[2492609, 2496921, 2499891, 2510846]"
28086,2499901,"[2487776, 2499901, 2519440, 2520118]"
28087,2499902,"[2138342, 2499902, 2507528, 2508687]"
28088,2499903,"[2495541, 2499903, 2506483, 2520600]"
28089,2499906,"[2499906, 2501389, 2510423, 2527788]"
28090,2499908,"[2491773, 2496113, 2499908, 2517691]"
28091,2499911,"[2495929, 2499911, 2508299, 2528797]"
28092,2499914,"[2499914, 2505872, 2517376, 2534525]"
28093,2499921,"[2491235, 2493116, 2499921, 2506154]"
28094,2499923,"[2489876, 2490005, 2499923, 2516171]"
28095,2499929,"[2487971, 2499929, 2523319, 2525576]"
28096,2499931,"[2497806, 2499931, 2516221, 2526084]"
28097,2499943,"[2499943, 2509474, 2511087, 2516153]"
28098,2499944,"[2491285, 2499003, 2499944, 2511932]"
28099,2499946,"[2499946, 2504922, 2506344, 2516090]"
28100,2499947,"[1345363, 2499947, 2511748]"
28101,2499954,"[2499954, 2511647, 2526215, 2530490]"
28102,2499963,[2499963]
28103,2499965,"[2499965, 2508345, 2508712, 2524686]"
28104,2499967,"[2497007, 2499967, 2508660, 2525122]"
28105,2499973,"[2492259, 2499973, 2504061, 2527816]"
28106,2499979,"[2497610, 2499979, 2513851, 2520159]"
28107,2499982,"[2497300, 2499982, 2526727, 2528177]"
28108,2499985,"[2494906, 2499985, 2500758, 2501486]"
28109,2499987,[2499987]
28110,2499995,"[2487742, 2499995, 2506308, 2523858]"
28111,2499999,"[2372895, 2499999, 2508547, 2516057]"
28112,2500003,"[2495118, 2499212, 2500003, 2534792]"
28113,2500004,"[2490337, 2498460, 2500004, 2503209]"
28114,2500008,"[371202, 2500008]"
28115,2500010,"[2500010, 2502786, 2522711, 2529854]"
28116,2500011,[2500011]
28117,2500024,"[2491130, 2500024, 2503778, 2509603]"
28118,2500025,"[2488114, 2500025, 2501957, 2504739]"
28119,2500026,"[2500026, 2507169, 2529075, 2531230]"
28120,2500032,"[16217, 47261, 308545, 2500032]"
28121,2500036,"[2493498, 2500036, 2518821, 2526184]"
28122,2500037,"[2493293, 2500037, 2524108, 2536673]"
28123,2500040,[2500040]
28124,2500042,[2500042]
28125,2500044,"[2500044, 2505834, 2517494, 2524737]"
28126,2500049,"[2500049, 2505811, 2521445, 2529631]"
28127,2500051,"[2495684, 2500051, 2508238, 2522135]"
28128,2500053,"[2496482, 2500053, 2508089, 2516995]"
28129,2500060,"[2496530, 2500060, 2514492, 2529681]"
28130,2500061,"[2488022, 2491935, 2495769, 2500061]"
28131,2500074,"[1170332, 1350963, 2496418, 2500074]"
28132,2500075,"[2500075, 2505338, 2514489]"
28133,2500080,"[2491990, 2499485, 2500080, 2519264]"
28134,2500081,"[2500081, 2500479, 2534033]"
28135,2500082,"[1270329, 2498362, 2500082, 2504224]"
28136,2500083,"[442045, 442077, 2490085, 2500083]"
28137,2500088,"[2500088, 2500697, 2502092, 2512290]"
28138,2500089,"[2500089, 2501885, 2507128, 2527192]"
28139,2500097,"[2488351, 2498273, 2500097, 2526215]"
28140,2500100,"[2500100, 2503584, 2504804, 2512239]"
28141,2500102,"[2489243, 2500102, 2506913, 2536889]"
28142,2500109,"[2343911, 2420287, 2489018, 2500109]"
28143,2500111,"[2500111, 2507298, 2509402, 2522364]"
28144,2500112,"[2489613, 2500112, 2529820, 2531238]"
28145,2500115,"[2491351, 2500115]"
28146,2500118,"[2500118, 2522689, 2535072, 2536907]"
28147,2500120,"[2496712, 2500120, 2512700, 2523046]"
28148,2500122,"[536133, 2489202, 2500122, 2516706]"
28149,2500123,"[2347807, 2500123, 2529385, 2533797]"
28150,2500124,"[2497433, 2500124, 2512661, 2515999]"
28151,2500132,"[2491442, 2496890, 2500132, 2524184]"
28152,2500135,"[2500135, 2502362, 2527037, 2532372]"
28153,2500136,"[2492668, 2500136, 2507367, 2526104]"
28154,2500137,"[368122, 2493940, 2500137, 2522082]"
28155,2500139,"[2500139, 2507855, 2527568, 2529426]"
28156,2500140,"[2489342, 2500140, 2500891, 2509179]"
28157,2500148,"[675263, 1038389, 2500148]"
28158,2500150,"[9459, 1965084, 2500150, 2503828]"
28159,2500157,"[2488048, 2500157, 2514444, 2534229]"
28160,2500160,"[2491674, 2500160, 2505262, 2510666]"
28161,2500161,"[1817518, 2500161, 2501350, 2504218]"
28162,2500167,"[2487615, 2487681, 2500167, 2518861]"
28163,2500169,"[16581, 16735, 2500169]"
28164,2500179,"[2493997, 2495780, 2500179, 2530352]"
28165,2500180,"[2500180, 2500968, 2520539, 2522759]"
28166,2500183,"[2489651, 2496861, 2500183, 2506756]"
28167,2500186,"[2500186, 2501657, 2508120, 2536481]"
28168,2500192,[2500192]
28169,2500193,"[2499657, 2500193, 2503801, 2514213]"
28170,2500194,"[2497398, 2500194, 2521196, 2526393]"
28171,2500195,"[2500195, 2504728, 2512831, 2524800]"
28172,2500199,"[2490154, 2498123, 2500199, 2500761]"
28173,2500201,"[2493613, 2494232, 2500201, 2506455]"
28174,2500203,"[2500203, 2510177, 2510326, 2523273]"
28175,2500208,"[2500208, 2506606, 2511105, 2532152]"
28176,2500214,"[27370, 943481, 2500214, 2501850]"
28177,2500220,"[2489403, 2500220, 2500295, 2523671]"
28178,2500226,"[2491831, 2492243, 2496097, 2500226]"
28179,2500227,"[2500227, 2505135, 2515117, 2522792]"
28180,2500229,"[2491753, 2500229, 2517038, 2530575]"
28181,2500233,"[2496574, 2500233, 2509262, 2523714]"
28182,2500236,"[2489664, 2498865, 2500236, 2501724]"
28183,2500238,"[2500238, 2506687, 2515744, 2524126]"
28184,2500241,"[2500241, 2506185, 2510643, 2527050]"
28185,2500242,"[472174, 2500242, 2500287, 2508045]"
28186,2500244,"[2500244, 2522863, 2524016, 2527129]"
28187,2500246,"[2500246, 2506443, 2513419, 2531008]"
28188,2500248,"[2491553, 2500248, 2503507, 2526015]"
28189,2500249,"[2328632, 2500249, 2500916, 2518929]"
28190,2500255,"[2488896, 2500255, 2509678, 2519752]"
28191,2500259,"[2500259, 2527816, 2534524, 2536126]"
28192,2500261,"[2490132, 2500261, 2502632, 2524514]"
28193,2500267,"[2491988, 2493186, 2494497, 2500267]"
28194,2500269,"[2500269, 2500784, 2507175, 2526270]"
28195,2500271,"[2495684, 2500271, 2514926, 2534530]"
28196,2500275,"[2494695, 2500275, 2506072, 2517696]"
28197,2500277,"[2498832, 2500277, 2506715, 2533948]"
28198,2500280,"[2456961, 2491926, 2500280, 2506622]"
28199,2500283,"[2489407, 2500283, 2510378, 2535183]"
28200,2500287,"[405730, 2500287, 2508045, 2509992]"
28201,2500288,"[2489346, 2500288, 2503169, 2527246]"
28202,2500290,"[1761635, 2494563, 2500290, 2518820]"
28203,2500294,"[2500294, 2502686, 2508215, 2514203]"
28204,2500295,"[2500220, 2500295, 2503850, 2523671]"
28205,2500300,"[2492978, 2500300, 2526546, 2527257]"
28206,2500305,"[2496130, 2500305, 2511732, 2535426]"
28207,2500309,"[2490907, 2500309, 2506239, 2514801]"
28208,2500322,"[2500322, 2504856, 2532456, 2536208]"
28209,2500326,"[2500326, 2518130, 2523020, 2534000]"
28210,2500332,[2500332]
28211,2500333,"[2488950, 2489633, 2495719, 2500333]"
28212,2500341,"[2500341, 2502831, 2516775, 2520643]"
28213,2500342,"[2500342, 2500581, 2501659, 2525096]"
28214,2500344,"[2490685, 2500344, 2534113, 2537105]"
28215,2500350,"[21089, 1613875, 2488843, 2500350]"
28216,2500354,"[2500354, 2517442, 2528112]"
28217,2500357,"[2487568, 2491427, 2500357, 2529764]"
28218,2500358,"[2495803, 2495849, 2500358, 2528907]"
28219,2500361,"[2492754, 2499325, 2500361, 2522368]"
28220,2500363,"[2487819, 2500363, 2521752]"
28221,2500365,"[2500365, 2506912, 2507706, 2535520]"
28222,2500368,"[2500368, 2507370, 2509376, 2532421]"
28223,2500371,"[2497980, 2500371]"
28224,2500372,"[1781318, 2500372, 2532409, 2534787]"
28225,2500376,"[2493060, 2500376, 2503545, 2508020]"
28226,2500393,"[104923, 674400, 674683, 2500393]"
28227,2500399,"[2493207, 2500399, 2504933, 2510901]"
28228,2500400,"[2491218, 2500400, 2518204, 2525467]"
28229,2500401,"[2500401, 2504314]"
28230,2500404,"[2500404, 2501949, 2503051, 2530553]"
28231,2500407,[2500407]
28232,2500423,"[2497195, 2500423, 2505339, 2524211]"
28233,2500425,"[2488675, 2500425, 2502498, 2506704]"
28234,2500429,"[2492174, 2500429, 2527898]"
