,chembl_id,molregno,chembl-name,smiles
634465,CHEMBL1277064,713037,,COc1ccc(N(C)c2nc(C)nc3c2CC(C)N3)cc1.Cl
634500,CHEMBL1277099,713072,,Nn1c(SCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2sc3c(c2c1=O)CCCC3
634679,CHEMBL1277281,713256,,Nn1c(SCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2c(c1=O)CCCC2
634770,CHEMBL1277371,713347,,Nn1c(SCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2cc([N+](=O)[O-])ccc2c1=O
634771,CHEMBL1277372,713348,,Nn1c(SCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2cccnc2c1=O
634822,CHEMBL1275625,713400,,COc1ccc2[nH]c(-c3cccc(F)c3)cc(=O)c2c1O
634861,CHEMBL1277462,713439,,Nn1c(SCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2ncccc2c1=O
634862,CHEMBL1277463,713440,,Nn1c(SCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2sc3c(c2c1=O)CCNC3
634910,CHEMBL1277512,713489,,COc1cc(NC(=O)c2cncc(-c3ccc(Cl)cc3)n2)cc(OC)c1
634911,CHEMBL1277513,713490,,Cc1cccc(NC(=O)c2cncc(-c3ccc(Cl)cc3)n2)c1
634912,CHEMBL1277514,713491,,Cc1cc(C)cc(NC(=O)c2cncc(-c3ccc(Cl)cc3)n2)c1
634957,CHEMBL1277559,713537,,Cc1sc2nc(CCCCN3CCN(c4ccc5ccccc5n4)CC3)n(N)c(=O)c2c1C
634958,CHEMBL1277560,713538,,Nn1c(CCCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2c(c1=O)CCCC2
635048,CHEMBL1277651,713630,,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2ccccc2c1=O
635049,CHEMBL1277652,713631,,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2cccc(F)c2c1=O
635140,CHEMBL1277745,713725,,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2ccc(F)cc2c1=O
635141,CHEMBL1277746,713726,,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2cc(F)ccc2c1=O
635227,CHEMBL1277832,713813,,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2cccc(Cl)c2c1=O
635228,CHEMBL1277833,713814,,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2ccc(Cl)cc2c1=O
635272,CHEMBL1277877,713858,,CCOc1ccc(-c2cncc(C(=O)Nc3cc(C)cc(C)c3)n2)cc1
635287,CHEMBL1277892,713873,,CCC(NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccn1
635309,CHEMBL1277914,713895,,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2c(Cl)cccc2c1=O
635354,CHEMBL1277958,713940,,CCOc1ccc(-c2cncc(C(=O)Nc3cccc(C)c3)n2)cc1
635355,CHEMBL1277959,713941,,CCOc1ccc(-c2cncc(C(=O)NCc3ccccc3C)n2)cc1
635392,CHEMBL1277996,713978,,Cc1ccc2nc(CCCCN3CCN(c4ccc5ccccc5n4)CC3)n(N)c(=O)c2c1
635440,CHEMBL1278044,714027,,Cc1cc(C)cc(NC(=O)c2cncc(-c3ccc(C#N)cc3)n2)c1
635483,CHEMBL1278087,714070,,Cc1cccc2c(=O)n(N)c(CCCCN3CCN(c4ccc5ccccc5n4)CC3)nc12
635484,CHEMBL1278088,714071,,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2c(c1=O)CCCC2
635569,CHEMBL1278174,714158,,Cc1sc2nc(SCCCN3CCN(c4ccccn4)CC3)n(N)c(=O)c2c1C
635570,CHEMBL1278175,714159,,CC1CCc2nc(CCCCN3CCN(c4ccc5ccccc5n4)CC3)n(N)c(=O)c2C1
635571,CHEMBL1278176,714160,,CC1CCc2c(nc(CCCCN3CCN(c4ccc5ccccc5n4)CC3)n(N)c2=O)C1
635617,CHEMBL1278223,714208,,Cc1cccc(NC(=O)c2cncc(-c3ccc(OC(F)(F)F)cc3)n2)c1
635774,CHEMBL1287983,714374,,CN(C)c1ccc(/C=c2\c3ccccc3n3c2cc(-c2ccccc2)[n+]3C)cc1.O=S(=O)([O-])C(F)(F)F
636236,CHEMBL1288446,714842,,O=C(Nc1ccc2c(c1)B(O)OC2)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O
636239,CHEMBL1288449,714845,,O=C(NCc1ccc2c(c1)B(O)OC2)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O
636240,CHEMBL1288450,714846,,O=C(Nc1cc2c(cc1F)COB2O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O
636241,CHEMBL1288451,714847,,CC1OB(O)c2cc(NC(=O)N[C@H]3CCCCC/C=C\[C@@H]4C[C@@]4(C(=O)NS(=O)(=O)C4CC4)NC(=O)C4C[C@@H](OC(=O)N5Cc6cccc(F)c6C5)CN4C3=O)c(F)cc21
636242,CHEMBL1288452,714848,,CB1OCc2ccc(C(=O)N[C@H]3CCCCC/C=C\[C@@H]4C[C@@]4(C(=O)NS(=O)(=O)C4CC4)NC(=O)C4C[C@@H](OC(=O)N5Cc6cccc(F)c6C5)CN4C3=O)cc21
636243,CHEMBL1288453,714849,,COc1cnc(O[C@@H]2CC3C(=O)N[C@]4(C(=O)NS(=O)(=O)C5CC5)C[C@H]4/C=C\CCCCC[C@H](NC(=O)Nc4ccc5c(c4)B(O)OC5)C(=O)N3C2)c2cc(Cl)ccc12
636244,CHEMBL1288454,714850,,COc1cnc(O[C@@H]2CC3C(=O)N[C@]4(C(=O)NS(=O)(=O)C5CC5)C[C@H]4/C=C\CCCCC[C@H](NC(=O)NCc4ccc5c(c4)B(O)OC5)C(=O)N3C2)c2cc(Cl)ccc12
636245,CHEMBL1288455,714851,,COc1ccc2c(O[C@@H]3CC4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)Nc5ccc6c(c5)B(O)OC6)C(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
636320,CHEMBL1288530,714927,,CC(C)[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccc(C#N)cc1F
636321,CHEMBL1288531,714928,,CC(C)[C@H](N[C@@H](c1ccc(-c2ccc(C3(C(N)=O)CC3)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccc(C#N)cc1F
636322,CHEMBL1288532,714929,,CC(C)[C@H](N[C@@H](c1ccc(-c2ccc([C@@H](O)C(F)F)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccc(C#N)cc1F
636418,CHEMBL1288627,715025,,C[C@H]1C=C(CCCCCCCCCCCC[C@@H](O)[C@H]2CC[C@H]([C@H](O)CCCCCCCCCNc3ccc([N+](=O)[O-])c4nonc34)O2)C(=O)O1
636423,CHEMBL1288632,715030,,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3cc5c6ccccc6ccc5c5ccccc35)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
636427,CHEMBL1288636,715034,,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3cccc5c3Cc3ccccc3-5)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
636428,CHEMBL1288637,715035,,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3ccc5ccc6cccc7ccc3c5c67)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
636429,CHEMBL1288638,715036,,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3cc5c6ccccc6ccc5c5ccccc35)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
636466,CHEMBL1288675,715073,,N#Cc1ccc(CNC(=O)N(c2cccc(F)c2)C2CCN(CCC3(c4cccc(F)c4)CCN(C(=O)c4ccc(F)cc4O)CC3)CC2)cc1
636474,CHEMBL1288683,715081,,N#Cc1ccc(CNC(=O)N(c2cccc(F)c2)C2CCN(CCC3(c4cccc(F)c4)CCN(C(=O)c4nsnc4O)CC3)CC2)cc1
636475,CHEMBL1288684,715082,,CC(C)(C)C(=O)N1CCC(CCN2CCC(N(C(=O)NCc3ccc(C#N)cc3)c3cccc(F)c3)CC2)(c2cccc(F)c2)CC1
636479,CHEMBL1288688,715086,,CC(C)(C#N)C(=O)N1CCC(CCN2CCC(N(C(=O)NCc3ccc(C#N)cc3)c3cccc(F)c3)CC2)(c2cccc(F)c2)CC1
636663,CHEMBL1288872,715272,,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CCC2(c3cccc(F)c3)CCN(C(=O)c3cc(S(=O)(=O)NC(C)(C)C)c(F)cc3Cl)CC2)CC1
636667,CHEMBL1288876,715276,,C=CCN(C(=O)OCc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC2(c3cccc(F)c3)CCN(C(=O)c3cc(S(=O)(=O)NC(C)(C)C)c(F)cc3Cl)CC2)CC1
636671,CHEMBL1288880,715280,,C=CCN(C(=O)NCc1ccc(C(F)(F)F)cc1)C1CCN(CCC2(c3cccc(F)c3)CCN(C(=O)c3cc(S(=O)(=O)NC(C)(C)C)c(F)cc3Cl)CC2)CC1
636709,CHEMBL1288917,715318,,C=CCN(C(=O)Cc1ccc(C(F)(F)F)cc1)C1CCN(CCC2(c3cccc(F)c3)CCN(C(=O)c3cc(S(=O)(=O)NC(C)(C)C)c(F)cc3Cl)CC2)CC1
636716,CHEMBL1288924,715325,,CCCCN(C(=O)NCc1ccc(C#N)cc1)C1CCN(CCC2(c3cccc(F)c3)CCN(C(=O)c3cc(S(=O)(=O)NC(C)(C)C)c(F)cc3Cl)CC2)CC1
637296,CHEMBL1289500,715907,,FC(F)(F)c1ccc(Nc2nc(N3CCCC3)nc3c2CCN(c2ncccc2C(F)(F)F)CC3)cc1
637663,CHEMBL1289866,716276,,CC(C)c1nc(C(=O)N2CCOC3(CCN(Cc4ccccc4)CC3)C2)cs1
637724,CHEMBL1289926,716337,AXITINIB,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
637983,CHEMBL1290183,716596,,O=C(c1ccccc1)N1CCC2(CCN(Cc3cccc(Cl)c3)CC2)CC1
637984,CHEMBL1290184,716597,,Cc1cccc(CN2CCC3(CC2)CCN(C(=O)c2ccccc2)CC3)c1
638096,CHEMBL1290294,716709,,O=C(c1ccccc1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1
638357,CHEMBL1290553,716970,,COc1ccc2nnn(OC(=O)c3cc(OC)c(OC)c(OC)c3)c2c1
638401,CHEMBL1290596,717014,,Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4CCC(=O)N5)CC3)cccc2n1
640376,CHEMBL1301125,725009,,COC(=O)C[C@]1(C(=O)OC)CN(C#N)N(c2ccc(Cl)cc2)C12c1ccccc1-c1ccccc12
642809,CHEMBL1303810,727694,,O=C(OCn1ncc(Br)c(Br)c1=O)c1ccccc1Cl
661005,CHEMBL1323364,747248,,O=[N+]([O-])C(=C1Nc2ccccc2N1)C(Cl)=C(Cl)Cl
661447,CHEMBL1323833,747717,,NCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(O)C1O
670573,CHEMBL1333512,757396,"N,N'-DIPHENYL-P-PHENYLENEDIAMINE",c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1
674603,CHEMBL1337781,761665,,Oc1ccc(Cc2cc(Cl)cc(Cl)c2O)cc1Cl
677316,CHEMBL1340713,764597,,COC(=O)c1ccc2c(c1)C(C)(C)C(/C=C/c1ccc(O)cc1)=[N+]2C.[I-]
680491,CHEMBL1344225,768109,,COc1ccc(NC(=O)/C(Cl)=C(/Cl)[S+]([O-])Cc2ccc(C)cc2)cn1
681352,CHEMBL1345159,769043,,CC1(C)N=C(N)N=C(N)N1c1ccc(OCCCOc2ccccc2)c(Cl)c1.CCS(=O)(=O)O
684028,CHEMBL1348088,771972,,COc1cc(C=O)ccc1Oc1nnnn1-c1ccccc1
684672,CHEMBL1348803,772687,,Cc1cc(Cl)n2c(nc3ccccc32)c1C#N
686842,CHEMBL1351173,775057,,CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2.Cl
688529,CHEMBL1353042,776926,OLIGOMYCIN C,CC[C@@H]1C=CC=CC[C@H](C)[C@@H](O)[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)C=CC(=O)O[C@H]2[C@@H](C)[C@@H](CC1)O[C@@]1(CC[C@@H](C)[C@@H](C[C@H](C)O)O1)[C@@H]2C
694189,CHEMBL1358918,782802,,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2.O=C(O)/C=C\C(=O)O
697656,CHEMBL1362660,786544,,COc1cc(OC)nc(-n2ncc(Br)c(Br)c2=O)n1
708515,CHEMBL1374143,798027,,NC1(P(=O)(O)O)CCCCC1
709368,CHEMBL1375045,798929,,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-]
711858,CHEMBL1377737,801621,,COc1ccc(C[S+]([O-])/C(Cl)=C(/Cl)C(=O)Nc2ccc(OC)nc2)cc1
713183,CHEMBL1379163,803047,,O=C(Nc1ccc(N2CCCC2)c(Cl)c1)c1ccc([N+](=O)[O-])o1
714695,CHEMBL1380839,804723,,CCN=C(S)NNc1nncc2ccccc12
716143,CHEMBL1382438,806322,,COc1ccc(NC(=O)/C(Cl)=C(/Cl)[S+]([O-])Cc2ccccc2Cl)cn1
717013,CHEMBL1383390,807274,,COc1ccc(C(=O)Nc2ccccc2C(=O)NCCN2CCOCC2)cc1
719250,CHEMBL1385840,809724,ERGOCORNINE,CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
721678,CHEMBL1388509,812393,,N#C/C(=C/c1ccc(N2CCCCCC2)o1)c1ccc(Cl)cc1
730806,CHEMBL1398262,822146,,CC1(C)CCCC2(C)C3C(O)CC2(C)C(O)C31
730837,CHEMBL1398294,822178,,S=C(S)NCCN1CCNCC1
732171,CHEMBL1399702,823586,NEBULARINE,OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O
732445,CHEMBL1399994,823878,,Cc1cc(C(C)(C)C)cc(CNC2CCCCC2)c1O
735508,CHEMBL1403281,827165,ERGOCRYPTINE,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
741995,CHEMBL1410175,834059,,CC(=O)Nc1ccc2c(c1)/C(=N/c1ccc(C(=O)O)cc1)c1ccccc1-2
743181,CHEMBL1411422,835306,,COc1cc(C2C3=C(COC3=O)Oc3cc4c(cc32)OCO4)cc(OC)c1OC
746298,CHEMBL1414688,838572,,CN(C)c1ncnc2c1ncn2CCn1cnc2c(N(C)C)ncnc21
746675,CHEMBL1415100,838984,,COc1ccc2c(Cl)cc(NC(=S)Nc3ccccc3)nc2c1
748221,CHEMBL1416745,840629,,O=C(Nc1ncccc1O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1
748477,CHEMBL1417019,840903,MITOXANTRONE HYDROCHLORIDE,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
756594,CHEMBL1425921,849805,,Cc1ccc(-c2nc(NC(=O)c3nn(C)cc3[N+](=O)[O-])sc2C)cc1C
767801,CHEMBL1437847,861731,SULFAQUINOXALINE,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1
774116,CHEMBL1444652,868536,,Cc1cc(SCC(=O)c2ccccc2)nc2ccccc12
774797,CHEMBL1445386,869270,,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(NC(=O)CN)cccc3nc2-1.Cl
776293,CHEMBL1446990,870874,,CN(C)CCCN1c2ccccc2Sc2ccc3ccccc3c21
785616,CHEMBL1456780,880664,,CCCC(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2Cl)CC1
786753,CHEMBL1458022,881906,,Cc1ccc(-n2c(Cl)c(Cl)nc(Cl)c2=O)cc1
788325,CHEMBL1459746,883630,,CCN1C/C(=C/c2ccc(OC)c(O)c2)C(=O)/C(=C/c2ccc(OC)c(O)c2)C1
805831,CHEMBL1478627,902511,,O=C(O)c1nn(-c2ccc(Cl)cc2)c2c1C(=O)c1ccccc1C2=O
811536,CHEMBL1484761,908645,,O=C(Nc1ccc([N+](=O)[O-])cc1)Nn1cnnc1
815143,CHEMBL1488582,912466,,CC(=O)OC1COC(N2CCc3ccccc32)C(OC(C)=O)C1OC(C)=O
817460,CHEMBL1491009,914893,,Oc1c(Cl)cc(CN(Cc2cc(Cl)c(O)c(Cl)c2)C2CCCCC2)cc1Cl
820007,CHEMBL1493707,917591,,NC(=O)/C(=C\c1ccncc1)c1cccc2ccccc12
820393,CHEMBL1494120,918004,,COc1ccc(NC(=O)/C(Cl)=C(/Cl)[S+]([O-])Cc2ccc(Cl)cc2)cn1
829411,CHEMBL1503962,927846,,COC(=O)c1ccc2c(c1)C(C)(C)C(/C=C/c1ccccc1O)=[N+]2C.[I-]
842659,CHEMBL1518154,942038,,CCC1(OC(=O)CN)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1.Cl
846510,CHEMBL1522262,946146,,COc1cc2c(cc1O)CCN[C@@]21CS[C@H]2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C2C2c3c(cc(C)c(OC)c3O)CC([C@@H]1O)N2C)OCO4
849986,CHEMBL1525982,949866,,CCSC1=C(C#N)C2(CCCCC2)C2=C(O)CC(C)(C)CC2=N1
850345,CHEMBL1526358,950242,,CC1(C)CC(=O)C(C(c2cccc(O)c2O)C2C(=O)CC(C)(C)CC2=O)C(=O)C1
863680,CHEMBL1540682,964566,,COC(=O)C1CN(C#N)N(c2ccc(Cl)cc2)C12c1ccccc1-c1ccccc12
866555,CHEMBL1543839,967723,,O=C(OCn1ncc(Cl)c(Cl)c1=O)c1ccccc1Cl
870507,CHEMBL1548196,972080,,Cc1cc(=O)[nH]c(-n2nc3c(c2O)CCCC3)n1
881868,CHEMBL1560237,984121,,CC(=O)O[C@@]12CO[C@@H]1C[C@@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)C21)C3(C)C
884874,CHEMBL1563483,987367,,CCCCS(=O)(=O)/C=C\C=C/S(=O)(=O)CCCC
887316,CHEMBL1566067,989951,,CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=O)C(O)=C1O
887839,CHEMBL1566610,990494,,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](OC(=O)CC(=O)O[C@H]3[C@@H]4C(=C)C(=O)O[C@@H]4C[C@@H](C)[C@@H]4C=CC(=O)[C@@]34C)[C@H]12
892950,CHEMBL1572001,995885,,CC(C)(C)c1ccc(-n2nc(C#N)c(Cl)cc2=O)cc1
893860,CHEMBL1572967,996851,,O=C(OCn1ncc(Cl)c(Cl)c1=O)c1ccc(F)cc1
895628,CHEMBL1574879,998763,,COc1ccc(NC(=O)/C(Cl)=C(/Cl)[S+]([O-])Cc2ccccc2)cn1
905197,CHEMBL1585390,1009274,,CNc1cc(Cl)c2nonc2c1[N+](=O)[O-]
906226,CHEMBL1586531,1010415,,O=C(/C=C/Sc1nc[nH]n1)c1ccc(Cl)cc1
913956,CHEMBL1594682,1018566,,O=C(Cn1ccc(=O)[nH]c1=O)Nc1ccc(C(=O)O)c(O)c1
927143,CHEMBL1608727,1032611,,CN1CCN(c2ccc([N+](=O)[O-])c3no[n+]([O-])c23)CC1
928904,CHEMBL1610591,1034475,AMCINAFIDE,CC1(c2ccccc2)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
929573,CHEMBL1611308,1035192,,CC(CCC(=O)O)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
931863,CHEMBL1614701,1037712,SELUMETINIB,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21
931873,CHEMBL1614725,1037736,TAK-285,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21
931956,CHEMBL1615278,1038289,,C[C@@H](Oc1cc(-n2cnc3ccc(OC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F
943069,CHEMBL1627206,1050097,,C[C@H](CC[S+](=N)([O-])c1ccccc1)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C
943139,CHEMBL1627304,1050195,,COc1ccccc1N1CCN(C/C=C/CNC(=O)c2cc3ccccc3s2)CC1
943144,CHEMBL1627309,1050200,,CCCOc1ccccc1N1CCN(CC(O)CCNC(=O)c2cc3ccccc3[nH]2)CC1
943146,CHEMBL1627311,1050202,,COc1ccccc1N1CCN(CC(O)CCNC(=O)c2cc3cc(F)ccc3[nH]2)CC1
943158,CHEMBL1627323,1050214,,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[nH]1
943259,CHEMBL1627431,1050322,,C[C@]12CC[C@@H]3c4cc(CO)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
943266,CHEMBL1627439,1050330,,C/C=C/c1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
943269,CHEMBL1627442,1050333,,CCOc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
943295,CHEMBL1627470,1050361,,CCOc1cc2c(cc1O)/C(=N\O)C[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
943300,CHEMBL1627476,1050367,,CCOc1cc2c(cc1O)/C(=N\OC)C[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
943689,CHEMBL1627880,1050771,,CCOc1cc2c(cc1O)C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
943690,CHEMBL1627881,1050772,,C[C@]12CC[C@@H]3c4cc(OCC(F)(F)F)c(O)cc4/C(=N\O)C[C@H]3[C@@H]1CC[C@@H]2O
943741,CHEMBL1627935,1050826,,C[C@]12CC[C@@H]3c4ccc(O)c([N+](=O)[O-])c4CC[C@H]3[C@@H]1CC[C@@H]2O
943996,CHEMBL1628227,1051118,DOXEPIN,CN(C)CCC=C1c2ccccc2COc2ccccc21
944760,CHEMBL1630407,1052516,,COc1ccc([C@@H]2[C@@H](c3ccccc3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O
944773,CHEMBL1630420,1052529,,COc1ccc([C@@H]2[C@@H](c3ccc(O)cc3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O
944931,CHEMBL1630582,1052751,,C/C(=N\NC(=S)Nc1cccc(Cl)c1)c1ccccn1
945130,CHEMBL1630781,1052968,,C=C(C)[C@H]1CCC(C)[C@@H](N(C)c2ncnc3[nH]ccc23)C1
945131,CHEMBL1630782,1052969,,C=C(C)[C@H]1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc23)C1
945615,CHEMBL1631261,1053764,,COc1ccc(C2C(C)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1O
946697,CHEMBL1632350,1055438,,N#Cc1c(/N=C/c2ccccc2)sc2c1CCCC2
946757,CHEMBL1632409,1055527,CLOBENPROBIT,N=C(NCc1ccc(Cl)cc1)SCCCCc1c[nH]cn1
946895,CHEMBL1632546,1055715,,C/C(=C\c1ccc2c(c1)OCO2)[N+](=O)[O-]
947451,CHEMBL1642067,1056432,,COc1ccc(-c2cnc3nc(N)nc(N4CCN(c5ccc(C)cc5)CC4)c3n2)cc1OC
947459,CHEMBL1642075,1056440,,COc1ccc(-c2cnc3nc(N)nc(N4CCN(C(=O)CCc5ccccc5)CC4)c3n2)cc1OC
947460,CHEMBL1642076,1056441,,COc1ccc(-c2cnc3nc(N)nc(N4CCN(C(=O)COc5ccccc5)CC4)c3n2)cc1OC
947461,CHEMBL1642077,1056442,,COc1ccc(-c2cnc3nc(N)nc(N4CCN(C(=O)COc5ccc(Cl)cc5)CC4)c3n2)cc1OC
947462,CHEMBL1642078,1056443,,COc1ccc(-c2cnc3nc(N)nc(N4CCN(C(=O)Nc5ccccc5)CC4)c3n2)cc1OC
947463,CHEMBL1642079,1056444,,COc1ccc(-c2cnc3nc(N)nc(N4CCN(C(=O)Nc5ccc(F)cc5)CC4)c3n2)cc1OC
947464,CHEMBL1642080,1056445,,COc1ccc(-c2cnc3nc(N)nc(N4CCN(C(=O)Nc5ccc(C)cc5)CC4)c3n2)cc1OC
947466,CHEMBL1642082,1056447,,COc1ccc(-c2cnc3nc(N)nc(N4CCN(C(=O)Nc5cccc(C)c5)CC4)c3n2)cc1OC
947469,CHEMBL1642085,1056450,,CC(=O)N[C@@H](CSC(=O)Nc1ccc(Cl)cc1)C(=O)O
947856,CHEMBL1642470,1056884,,CN1CCC(Oc2ccc(-n3ccc(OCc4ccccc4)cc3=O)cc2)C1
947857,CHEMBL1642471,1056887,,O=c1cc(OCc2ccccc2F)ccn1-c1ccc(OCCN2CCCC2)cc1
947858,CHEMBL1642472,1056888,,O=c1cc(OCc2cccc(F)c2)ccn1-c1ccc(OCCN2CCCC2)cc1
947861,CHEMBL1642475,1056892,,O=c1cc(OCc2ccc(Cl)cc2)ccn1-c1ccc(OCCN2CCCC2)cc1
947862,CHEMBL1642476,1056893,,COc1ccc(COc2ccn(-c3ccc(OCCN4CCCC4)cc3)c(=O)c2)cc1
947863,CHEMBL1642477,1056894,,O=c1cc(OCc2ccc(C(F)(F)F)cc2)ccn1-c1ccc(OCCN2CCCC2)cc1
947865,CHEMBL1642479,1056896,,O=c1cc(OCc2ccc3ccccc3c2)ccn1-c1ccc(OCCN2CCCC2)cc1
947868,CHEMBL1642482,1056899,,O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCCCC2)cc1
947869,CHEMBL1641614,1056900,,O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCCC2)cc1
947871,CHEMBL1642484,1056902,,CN(C)CCOc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1
947872,CHEMBL1642485,1056903,,CCN(CC)CCOc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1
947873,CHEMBL1642486,1056904,,CC(C)N(CCOc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1)C(C)C
