,chembl_id,molregno,chembl-name,smiles
13236,CHEMBL15177,15282,MK-571,CN(C)C(=O)CCSC(SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
13611,CHEMBL15192,15738,LAPACHONE,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O
14139,CHEMBL564,16391,PROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccccc21
14180,CHEMBL15594,16437,ARACHIDONIC ACID,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
14228,CHEMBL567,16505,PERPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
14243,CHEMBL16192,16524,CP-96345,COc1ccccc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1
14262,CHEMBL428849,16547,,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)N(C(C)=O)C(=O)[C@H](C)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(N)=O)C(C)C)C(C)C)C(C)C
14294,CHEMBL572,16592,NITROFURANTOIN,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
14412,CHEMBL15828,16758,,C[C@@H](COC(=O)N1c2ccccc2[C@@]23O[C@]24CCC[C@@H]3C#C/C=C\C#C[C@H]14)S(=O)(=O)c1ccccc1
14569,CHEMBL15924,16949,,O=C(OCCS(=O)(=O)c1ccccc1)N1c2ccccc2[C@@]23O[C@]24CCC[C@@H]3C#C/C=C\C#C[C@H]14
14729,CHEMBL276541,17155,,COc1cccc(-c2cc(O)c3cccnc3n2)c1
14740,CHEMBL114,17169,SAQUINAVIR,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
14741,CHEMBL115,17170,INDINAVIR,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
14777,CHEMBL16058,17215,,O=C1CC(c2cccc(F)c2)Nc2cc3c(cc21)OCO3
14786,CHEMBL584,17224,NELFINAVIR,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
14833,CHEMBL15778,17283,,COc1cccc(-c2cc(O)c3cc(N4CCCC4)ccc3n2)c1
14852,CHEMBL16221,17308,,O=C1CC(c2cccc(Cl)c2)Nc2ccc(N3CCCC3)cc21
14853,CHEMBL15997,17309,,COc1cccc(C2CC(=O)c3cc(N4CCCC4)ccc3N2)c1
14884,CHEMBL116,17347,AMPRENAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
15543,CHEMBL16312,18084,4'-METHOXYFLAVONE,COc1ccc(-c2cc(=O)c3ccccc3o2)cc1
15859,CHEMBL17201,18520,,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1
15906,CHEMBL279144,18576,ANTHRAMYCIN METHYL ETHER,CO[C@H]1Nc2c(ccc(C)c2O)C(=O)N2C=C(/C=C/C(N)=O)C[C@@H]12
15918,CHEMBL274993,18589,"2,6-DIBENZYLIDENECYCLOHEXANONE",O=C1/C(=C/c2ccccc2)CCC/C1=C\c1ccccc1
15921,CHEMBL16498,18594,SJG-136,C=C1C[C@H]2C=Nc3cc(OCCCOc4cc5c(cc4OC)C(=O)N4CC(=C)C[C@H]4C=N5)c(OC)cc3C(=O)N2C1
15998,CHEMBL118,18694,CELECOXIB,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
16000,CHEMBL17289,18696,CHS-828,N#CN/C(=N\CCCCCCOc1ccc(Cl)cc1)Nc1ccncc1
16106,CHEMBL279754,18841,DSB-120,COc1cc2c(cc1OCCCOc1cc3c(cc1OC)C(=O)N1CCC[C@H]1C=N3)N=C[C@@H]1CCCN1C2=O
16229,CHEMBL276283,19028,,O=C(Nc1cccc2ccccc12)C1CCN(C(=O)Cn2c(=O)sc3ccc(Cl)cc32)CC1
16283,CHEMBL119,19101,TRIMETREXATE,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
16466,CHEMBL589,19316,ROPINIROLE,CCCN(CCC)CCc1cccc2c1CC(=O)N2
16470,CHEMBL17645,19320,CGP-71683A,Nc1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12
16546,CHEMBL17168,19399,,CCCCCCCCCCCC(=O)N1CC[C@H]2[C@H](C)[C@@H](O)CC[C@]2(C)C1
16656,CHEMBL279107,19517,"INS(1,4,5)P3",O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O
16700,CHEMBL593,19573,DELAVIRDINE,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
16716,CHEMBL17753,19589,,CCC(=O)OC1CCn2c1nc1c2C(=O)C(C)=C(N2CC2)C1=O
16947,CHEMBL217667,19840,,C#CC[C@H](/C=C/C(C)=C/[C@@H](O)[C@H]1C[C@@H](OC)C[C@@](O)(Cc2nc(/C=C(\C)[C@@H]3O[C@@H]4C/C=C/c5nc(co5)[C@H]5C[C@H](O)C[C@@H](C[C@H]6CC(=C)C[C@H](C/C=C\C(=O)O[C@@H]([C@H]4C)[C@H]3C)O6)O5)co2)O1)OC
16948,CHEMBL265005,19841,,C=C1C[C@@H]2C/C=C\C(=O)O[C@H]3[C@@H](C)[C@@H](C/C=C/c4nc(co4)[C@H]4C[C@H](O)C[C@@H](C[C@@H](C1)O2)O4)O[C@@H](/C(C)=C/c1coc(C[C@]2(OC)C[C@H](OC)C[C@H]([C@H](O)/C=C(C)/C=C/[C@@H](C/C=C/Br)OC)O2)n1)[C@@H]3C
17020,CHEMBL596,19915,FENTANYL,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
17027,CHEMBL447524,19922,,CC(=O)OC1CCn2c1nc1c2C(=O)C(C)=C(N2CC2)C1=O
17196,CHEMBL597,20131,PHENTOLAMINE,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
17203,CHEMBL417090,20140,,CC1=C(N2CC2)C(=O)c2nc3n(c2C1=O)CCC3OC(=O)CCl
17354,CHEMBL18442,20346,PLERIXAFOR,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
17475,CHEMBL18509,20481,,COc1ccc(N(/C=N/c2ccn(C3CSC(CO)O3)c(=O)n2)c2ccc(OC)cc2)cc1
17514,CHEMBL18075,20524,,O=c1nc(/N=C/N2CCOCC2)ccn1C1CSC(CO)O1
17582,CHEMBL418178,20596,,O=C(CCc1cccc(O)c1)NCCCNC(=O)CCc1cccc(O)c1
17594,CHEMBL278480,20608,,O=c1nc(/N=C/N(c2ccccc2)c2ccccc2)ccn1C1CSC(CO)O1
17602,CHEMBL18028,20616,5-OXO-ETE,CCCCC/C=C\C/C=C\C/C=C\C=C\C(=O)CCCC(=O)O
18031,CHEMBL18676,21075,,O=c1nc(/N=C/N(c2ccc(F)cc2)c2ccc(F)cc2)ccn1C1CSC(CO)O1
18145,CHEMBL19021,21201,,O=C(CCc1ccc(O)cc1)NCCc1cccc(O)c1
18275,CHEMBL18932,21331,,COc1ccc(C(c2ccc(C(C)C)cc(=O)c2O)c2c(O)cc3oc(-c4ccccc4)cc(=O)c3c2O)cc1
18400,CHEMBL19019,21459,NALTREXONE,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
18461,CHEMBL603,21523,ZAFIRLUKAST,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
18702,CHEMBL19227,21789,,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)c(F)c3)cnc2n1
18704,CHEMBL18925,21791,,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3F)cnc2n1
18736,CHEMBL18351,21824,,COc1ccc(-c2oc3c(OC)c(OC)c(OC)c(O)c3c(=O)c2OC)cc1O
18821,CHEMBL19010,21917,IODOPROXYFAN,Ic1ccc(COCCCc2c[nH]cn2)cc1
18942,CHEMBL19173,22043,PROXYFAN,c1ccc(COCCCc2c[nH]cn2)cc1
18975,CHEMBL429204,22081,,C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
19196,CHEMBL276563,22314,,Cc1cn([C@H]2C[C@H](O)[C@](CO)(N=[N+]=[N-])O2)c(=O)[nH]c1=O
19248,CHEMBL281576,22384,,N=C(N)SCCCc1c[nH]cn1
19249,CHEMBL19439,22385,IMETIT,N=C(N)SCCc1c[nH]cn1
19266,CHEMBL18981,22404,THIOCOLCHICINE,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2
19485,CHEMBL19531,22653,,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21
19494,CHEMBL448425,22664,,CCCC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21
19515,CHEMBL274726,22689,,C=COC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21
19519,CHEMBL19671,22693,,CCOC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21
19520,CHEMBL277648,22694,,CCOC(=O)NC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21
19550,CHEMBL19369,22733,,CCCCOC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21
19736,CHEMBL123,22942,ELLIPTECINE,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12
19737,CHEMBL19569,22943,,CNC(=O)OCc1c2ccncc2c(C)c2c1[nH]c1ccccc12
19789,CHEMBL280392,23003,,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)C(F)(F)F)CC2
19826,CHEMBL277703,23048,,CCOCC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21
19863,CHEMBL611,23093,TERAZOSIN,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
20389,CHEMBL427947,23721,,Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O
20615,CHEMBL20001,23987,,COC(=O)[C@@H]1C(/C=N/c2ccc(OC)cc2)=Cc2cc3c(cc2C1c1cc(OC)c(OC)c(OC)c1)OCO3
20647,CHEMBL20636,24024,,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C
21017,CHEMBL281137,24432,,CCC/N=C/C1=Cc2cc3c(cc2C(c2cc(OC)c(OC)c(OC)c2)[C@@H]1C(=O)OC)OCO3
21206,CHEMBL19980,24642,BREFELDIN A,C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)/C=C/C(=O)O1
21281,CHEMBL282655,24731,,O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NCc1cccc(O)c1
21448,CHEMBL214332,24939,INTERMEDINE,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C
21475,CHEMBL20210,24969,RUPINTRIVIR,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1
21533,CHEMBL20921,25033,,Nc1ccc2nc(SCC(=O)NC3CCN(Cc4ccc(Cl)c(Cl)c4)CC3)sc2c1
21555,CHEMBL277930,25058,,CC[N+]1(C/C2=C/CCCCCC2)CCC(NC(=O)C2c3cc(Cl)ccc3Oc3ccc(Cl)cc32)CC1.[I-]
21924,CHEMBL21241,25497,GW7647,CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O
21939,CHEMBL278590,25512,GSK-9578,CCCCCCCN(CCc1ccc(SC(C)(C)C(=O)O)cc1)C(=O)Nc1ccc(F)cc1F
22280,CHEMBL278315,25906,GELDANAMYCIN,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O
22935,CHEMBL21536,26653,XANOMELINE,CCCCCCOc1nsnc1C1=CCCN(C)C1
23302,CHEMBL629,27072,AMITRIPTYLINE,CN(C)CCC=C1c2ccccc2CCc2ccccc21
23330,CHEMBL24944,27105,TRIBROMSALAN,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O
23340,CHEMBL416738,27115,,CN(C)CCCCNc1cc(-c2ccc(F)cc2)nc2ccccc12
23373,CHEMBL632,27152,BETAMETHASONE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
23485,CHEMBL129,27307,ZIDOVUDINE,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
23535,CHEMBL131,27370,PREDNISOLONE,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
23744,CHEMBL134,27609,CLONIDINE,Clc1cccc(Cl)c1N=C1NCCN1
23760,CHEMBL135,27626,ESTRADIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
23771,CHEMBL658,27638,SUFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
23841,CHEMBL21731,27713,MAPROTILINE,CNCCCC12CCC(c3ccccc31)c1ccccc12
23933,CHEMBL667,27812,ACETYLCHOLINE,CC(=O)OCC[N+](C)(C)C
24878,CHEMBL22969,28853,,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
25264,CHEMBL422395,29325,,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
25313,CHEMBL22513,29376,,CCOc1cc(C)ccc1S(=O)(=O)NC(=O)C(c1ccc2c(c1)OCO2)c1cn(C)c2cc(C(N)=O)ccc12
25415,CHEMBL22562,29493,,COc1cc(C)ccc1S(=O)(=O)NC(=O)C(c1ccc2c(c1)OCO2)c1cn(C)c2cc(C(N)=O)ccc12
25522,CHEMBL262784,29606,,CC(C)c1ccc(S(=O)(=O)NC(=O)C(c2ccc3c(c2)OCO3)c2cn(C)c3cc(C(N)=O)ccc23)cc1
26236,CHEMBL279302,30459,,Nc1nc(O)c2c(n1)NCC(CCCc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2
26585,CHEMBL23236,30884,BETULIN,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
26783,CHEMBL279301,31125,,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
26798,CHEMBL25889,31146,,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
26804,CHEMBL23254,31152,PURVALANOL B,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1
26861,CHEMBL24057,31215,FURAMIDINE,N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)o2)cc1
26883,CHEMBL691,31241,ETHINYL ESTRADIOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
27133,CHEMBL24704,31543,,COP(=O)(OCC[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3)OCC[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3
27307,CHEMBL284863,31738,,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](CCOP(=O)(OCC[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@]64OO5)Oc3ccccc3)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
27615,CHEMBL280527,32116,ATEVIRDINE MESYLATE,CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1
27650,CHEMBL24398,32161,,O=C(NO)[C@@H](NCC1CC1)[C@@H](Cc1cccc(O)c1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
27792,CHEMBL26181,32359,,CCCN(CCC)[C@@H]1Cc2cccc3nc(O)n(c23)C1
28065,CHEMBL278789,32695,DERMORPHIN,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O
28453,CHEMBL705,33216,ALITRETINOIN,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1
28579,CHEMBL707,33373,DOXAZOSIN,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
28849,CHEMBL710,33679,FINASTERIDE,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
28889,CHEMBL25083,33738,,CC(C)Cc1ccc(C(Nc2cccc(C(=O)c3cn(CCCC(=O)O)c4ccccc34)c2)c2ccc(CC(C)C)cc2)cc1
29016,CHEMBL713,33889,ENTECAVIR,C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO
29096,CHEMBL141,33986,LAMIVUDINE,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
29280,CHEMBL715,34197,OLANZAPINE,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
29650,CHEMBL717,34608,MEDROXYPROGESTERONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
29662,CHEMBL28009,34620,,N#Cc1ccc(NC(=O)Nc2ccccc2Br)c(O)c1Br
29940,CHEMBL28157,34916,,N#Cc1cc(F)cc(-c2ccc3c(c2)C2(CCCCC2)C(S)=N3)c1
29955,CHEMBL27769,34933,STANOLONE,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
30053,CHEMBL431690,35041,,c1ccc(CN[C@H]2C3CCN(CC3)[C@H]2C(c2ccccc2)c2ccccc2)cc1
30109,CHEMBL27109,35108,,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCNC(=O)c4ccccc4)C(=O)O)cc3)cnc2n1
30556,CHEMBL436344,35668,,CC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C
30737,CHEMBL18155,35874,,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1
30826,CHEMBL441418,35982,,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCNC(=O)c4ccc(Cl)cc4)C(=O)O)cc3)cnc2n1
31050,CHEMBL27759,36237,ENTINOSTAT,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1
31059,CHEMBL431493,36246,,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31
31068,CHEMBL282785,36257,,CCCCOP(=O)(CCCCC1(C(=O)NCC(F)(F)F)c2ccccc2-c2ccccc21)OCCCC
31091,CHEMBL27812,36285,,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCC[C@H]31
31099,CHEMBL28112,36294,,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCCCCCCCC(=O)O)C(=O)O)cc1
31317,CHEMBL275229,36533,,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCCCCCCCCC(=O)O)C(=O)O)cc3)cnc2n1
31405,CHEMBL27276,36628,,CC(C)C1CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21
31438,CHEMBL723,36662,CARVEDILOL,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
31462,CHEMBL418198,36689,,CCC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C
31500,CHEMBL25802,36737,,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@H]1CCCC[C@H]31
31528,CHEMBL26148,36769,,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCCCCCCCC(=O)O)C(=O)O)cc3)cnc2n1
31547,CHEMBL283062,36790,,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCCCCCC(=O)O)C(=O)O)cc1
31548,CHEMBL25923,36791,,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCCCCCCC(=O)O)C(=O)O)cc1
31549,CHEMBL27306,36792,,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCCCCCCCCC(=O)O)C(=O)O)cc1
31588,CHEMBL726,36842,FLUPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
31982,CHEMBL729,37316,LOPINAVIR,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
32213,CHEMBL26944,37586,,Cc1ccc(Cl)c2nc3cccc(C(=O)NCCCN(C)CCCNC(=O)c4cccc5nc6c(Cl)ccc(C)c6nc45)c3nc12
32214,CHEMBL281020,37587,,Cc1ccc(C)c2nc3c(C(=O)NCCCN(C)CCCNC(=O)c4cccc5nc6c(C)ccc(C)c6nc45)cccc3nc12
32215,CHEMBL285371,37588,,CN(CCCNC(=O)c1cccc2nc3cccc(N(C)C)c3nc12)CCCNC(=O)c1cccc2nc3cccc(N(C)C)c3nc12
32261,CHEMBL26159,37647,,CC(/C=C/C(=O)NO)=C\C(C)C(=O)c1ccc(N(C)C)cc1
32299,CHEMBL281957,37694,,CCN(CC)C/C=C/c1nc(O)c2c(ccc3nc(Nc4c(Cl)cccc4Cl)n(C)c32)c1C
32396,CHEMBL145,37812,CAFFEIC ACID,O=C(O)/C=C/c1ccc(O)c(O)c1
32417,CHEMBL287098,37835,,CN(CCCNC(=O)c1cccc2nc3cccc(Oc4ccccc4)c3nc12)CCCNC(=O)c1cccc2nc3cccc(Oc4ccccc4)c3nc12
32418,CHEMBL25899,37836,,COc1cccc2nc3cccc(C(=O)NCCCN(C)CCCNC(=O)c4cccc5nc6cccc(OC)c6nc45)c3nc12
32419,CHEMBL29451,37837,,CN(CCCNC(=O)c1cccc2nc3cccc(F)c3nc12)CCCNC(=O)c1cccc2nc3cccc(F)c3nc12
32420,CHEMBL29452,37838,,CN(CCCNC(=O)c1cccc2nc3cccc(Cl)c3nc12)CCCNC(=O)c1cccc2nc3cccc(Cl)c3nc12
32507,CHEMBL9402,37938,,CN(CCCNC(=O)c1cccc2cc3ccccc3nc12)CCCNC(=O)c1cccc2cc3ccccc3nc12
32508,CHEMBL265239,37939,,CN(CCCNC(=O)c1cccc2nc3ccc4ccccc4c3nc12)CCCNC(=O)c1cccc2nc3ccc4ccccc4c3nc12
32628,CHEMBL283699,38089,,COc1ccc2nc3c(C(=O)NCCCN(C)CCCNC(=O)c4cccc5nc6cc(OC)ccc6nc45)cccc3nc2c1
32629,CHEMBL286410,38090,,CN(CCCNC(=O)c1cccc2nc3cc(Cl)ccc3nc12)CCCNC(=O)c1cccc2nc3cc(Cl)ccc3nc12
32630,CHEMBL26692,38091,,Cc1ccc2nc3c(C(=O)NCCCN(C)CCCNC(=O)c4cccc5nc6cc(C)ccc6nc45)cccc3nc2c1
32650,CHEMBL26582,38114,,CN(CCCNC(=O)c1cccc2nc3ccc(Cl)cc3nc12)CCCNC(=O)c1cccc2nc3ccc(Cl)cc3nc12
32651,CHEMBL26583,38115,,Cc1ccc2nc3cccc(C(=O)NCCCN(C)CCCNC(=O)c4cccc5nc6ccc(C)cc6nc45)c3nc2c1
32690,CHEMBL30254,38158,,CCOCC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21
