,compound_id,cell_id,active
5906230,2498420,429,-1
5906233,2537089,429,-1
5906234,2510770,429,-1
5906235,2522598,429,-1
5906236,2489627,429,-1
5906237,2490276,429,-1
5906238,2495399,429,-1
5906239,2488201,429,-1
5906240,2500434,429,-1
5906241,2507662,429,-1
5906242,2518653,429,-1
5906243,2505389,429,-1
5906244,2513325,429,-1
5906245,2532566,429,-1
5906248,2501198,721,-1
5906249,2533468,721,-1
5906250,2488857,721,-1
5906251,2519978,721,-1
5906252,2528755,721,-1
5906253,2528755,308,-1
5906254,2519978,308,-1
5906255,2488857,308,-1
5906256,2533468,308,-1
5906257,2501198,308,-1
5906259,2528755,655,-1
5906260,2519978,655,-1
5906261,2488857,655,-1
5906262,2533468,655,-1
5906263,2501198,655,-1
5906265,2528755,649,-1
5906266,2519978,649,-1
5906267,2488857,649,-1
5906268,2533468,649,-1
5906269,2501198,649,-1
5906315,2520255,440,-1
5906316,2530233,440,-1
5906317,2516487,440,-1
5906318,2528110,440,-1
5906319,2532290,440,-1
5906320,2527133,440,-1
5906321,2488901,440,-1
5906324,1838618,646,-1
5906325,2520309,646,-1
5906326,2528082,646,-1
5906327,2517437,646,-1
5906328,2527933,646,-1
5906330,2505610,646,-1
5906331,2528080,646,-1
5906332,2512415,646,-1
5906333,2501311,646,-1
5906339,156580,324,-1
5906340,2534033,324,-1
5906341,2500479,324,-1
5906342,2500081,324,-1
5906343,156580,334,-1
5906344,2534033,334,-1
5906345,2500479,334,-1
5906346,2500081,334,-1
5906347,156580,721,-1
5906348,2534033,721,-1
5906349,2500479,721,-1
5906350,2500081,721,-1
5906351,156580,565,-1
5906352,2534033,565,-1
5906353,2500479,565,-1
5906354,2500081,565,-1
5906355,156580,634,-1
5906356,2534033,634,-1
5906357,2500479,634,-1
5906358,2500081,634,-1
5906359,156580,525,-1
5906360,2534033,525,-1
5906361,2500479,525,-1
5906362,2500081,525,-1
5906363,156580,365,-1
5906364,2534033,365,-1
5906365,2500479,365,-1
5906366,2500081,365,-1
5906367,156580,496,-1
5906368,2534033,496,-1
5906369,2500479,496,-1
5906370,2500081,496,-1
5906389,2391152,627,-1
5906390,2496976,627,-1
5906391,2491488,627,-1
5906392,2496775,627,-1
5906393,2527506,627,-1
5906394,2491579,627,-1
5906395,2508428,627,-1
5906396,2518402,627,-1
5906397,2532448,627,-1
5906398,2517009,627,-1
5906399,2512540,627,-1
5906400,2511165,627,-1
5906401,2534836,627,-1
5906402,2504544,627,-1
5906403,2537221,627,-1
5906404,2512433,627,-1
5906405,2529667,627,-1
5906406,2496821,627,-1
5906407,2528073,627,-1
5906408,2519565,627,-1
5906409,2510371,627,-1
5906410,2497767,627,-1
5906411,2502496,627,-1
5906412,2534107,478,-1
5906413,2526115,478,-1
5906414,2529893,478,-1
5906415,2519691,478,-1
5906416,2504824,478,-1
5906417,2504056,478,-1
5906418,2510167,478,-1
5906419,2512259,478,-1
5906420,2516539,478,-1
5906421,2518724,478,-1
5906422,2508073,478,-1
5906423,2532793,478,-1
5906425,2526115,555,-1
5906426,2529893,555,-1
5906427,2512259,555,-1
5906428,2518724,555,-1
5906429,2073328,555,-1
5906430,2526115,757,-1
5906431,2529893,757,-1
5906432,2512259,757,-1
5906433,2518724,757,-1
5906434,2073328,757,-1
5906441,1761634,5626,-1
5906442,1761635,5626,-1
5906443,1761636,5626,-1
5906444,2509678,5626,-1
5906445,2501899,5626,-1
5906446,2524160,5626,-1
5906447,2488896,5626,-1
5906448,2500255,5626,-1
5906449,2516815,5626,-1
5906450,2519752,5626,-1
5906451,2503185,5626,-1
5906452,2494563,5626,-1
5906453,2500290,5626,-1
5906454,2518820,5626,-1
5906455,2504310,5626,-1
5906456,2501575,5626,-1
5906457,2524886,5626,-1
5906458,2491284,5626,-1
5906459,8873,5626,-1
5906460,15890,5626,-1
5906461,2454122,455,-1
5906462,2486781,839,-1
5906464,14785,839,-1
5906465,1376145,839,1
5906466,2509962,839,-1
5906467,2493582,839,-1
5906471,2525697,839,-1
5906472,2501360,839,-1
5906473,2497759,839,-1
5906475,2521202,839,-1
5906476,2503156,839,-1
5906478,2495147,839,-1
5906479,2510550,839,-1
5906480,2487962,839,-1
5906481,2490360,839,-1
5906482,2406188,523,-1
5906500,2534079,305,-1
5906501,2490804,305,-1
5906502,2514374,305,-1
5906503,2509594,305,-1
5906504,2511832,305,-1
5906505,2518219,305,-1
5906506,2499216,305,-1
5906507,2518097,305,-1
5906508,2532590,305,-1
5906509,2495823,305,-1
5906510,2493529,305,-1
5906511,2505533,305,-1
5906512,2529736,305,-1
5906513,2527834,305,-1
5906514,2508524,305,-1
5906515,2518106,305,-1
5906516,2524808,305,-1
5906517,2504155,305,-1
5906518,2494291,305,-1
5906519,2492677,305,-1
5906520,2519871,305,-1
5906521,364877,305,-1
5906524,2534079,555,-1
5906525,2490804,555,-1
5906526,2514374,555,-1
5906527,2509594,555,-1
5906528,2511832,555,-1
5906529,2518219,555,-1
5906530,2499216,555,-1
5906531,2518097,555,-1
5906532,2532590,555,-1
5906533,2495823,555,-1
5906534,2493529,555,-1
5906535,2505533,555,-1
5906536,2529736,555,-1
5906537,2527834,555,-1
5906538,2508524,555,-1
5906539,2518106,555,-1
5906540,2524808,555,-1
5906541,2504155,555,-1
5906542,2494291,555,-1
5906543,2492677,555,-1
5906544,2519871,555,-1
5906549,364877,763,-1
5906550,2534079,763,-1
5906551,2490804,763,-1
5906552,2514374,763,-1
5906553,2509594,763,-1
5906554,2511832,763,1
5906555,2518219,763,1
5906556,2499216,763,-1
5906557,2518097,763,1
5906558,2532590,763,1
5906559,2495823,763,1
5906560,2493529,763,-1
5906561,2505533,763,1
5906562,2529736,763,1
5906563,2527834,763,-1
5906564,2508524,763,-1
5906565,2518106,763,1
5906566,2524808,763,-1
5906567,2504155,763,-1
5906568,2494291,763,1
5906569,2492677,763,1
5906570,2519871,763,-1
5906662,2488891,525,-1
5906663,2505542,525,-1
5906664,2519826,525,-1
5906665,2488686,525,-1
5906666,2508397,525,-1
5906668,2491572,525,-1
5906669,2516527,525,-1
5906670,2508701,525,-1
5906671,2497838,525,-1
5906672,2531583,525,-1
5906673,2516698,525,-1
5906674,2523421,525,-1
5906675,2517584,525,-1
5906676,2527070,525,-1
5906677,2511664,525,-1
5906684,2521153,5644,-1
5906685,2496663,5644,-1
5906686,2528600,5644,-1
5906687,2494288,5644,-1
5906688,2511299,5644,-1
5906689,2511058,5644,-1
5906690,2495347,5644,-1
5906691,2499457,5644,-1
5906692,2521896,5644,-1
5906693,2489876,5644,-1
5906694,2524516,5644,-1
5906695,2490859,5644,-1
5906696,2519818,5644,-1
5906697,2490005,5644,-1
5906698,2510458,5644,-1
5906699,2516171,5644,-1
5906700,2499923,5644,-1
5906701,2501924,5644,-1
5906702,2529447,5644,-1
5906703,2526032,5644,-1
5906704,2512384,5644,-1
5906705,2494130,5644,-1
5906706,2524025,5644,-1
5906707,2502532,5644,-1
5906708,2525342,5644,-1
5906709,2498288,5644,-1
5906710,2524695,5644,-1
5906712,2521153,634,-1
5906713,2496663,634,-1
5906714,2528600,634,-1
5906715,2494288,634,-1
5906716,2511299,634,-1
5906717,2511058,634,-1
5906718,2495347,634,-1
5906719,2499457,634,-1
5906720,2521896,634,-1
5906721,2489876,634,-1
5906722,2524516,634,-1
5906723,2490859,634,-1
5906724,2519818,634,-1
5906725,2490005,634,-1
5906726,2510458,634,-1
5906727,2516171,634,-1
5906728,2499923,634,-1
5906729,2501924,634,-1
5906730,2529447,634,-1
5906731,2526032,634,-1
5906732,2512384,634,-1
5906733,2494130,634,-1
5906734,2524025,634,-1
5906735,2502532,634,-1
5906736,2525342,634,-1
5906737,2498288,634,-1
5906738,2524695,634,-1
5906807,2508391,749,-1
5906808,2487939,749,-1
5906809,2494306,749,-1
5906820,2497953,394,-1
5906821,2517215,394,-1
5906822,2526625,394,-1
5906826,1296181,714,-1
5906827,53686,714,-1
5906835,1296181,477,-1
5906836,53686,477,-1
5906844,1296181,5944,-1
5906845,53686,5944,-1
5907240,2502906,471,-1
5907241,2507399,471,-1
5907242,2507594,471,-1
5907243,2515273,471,-1
5907244,2531848,471,-1
5907245,2493813,471,-1
5907246,2506415,471,-1
5907247,2518920,471,-1
5907248,2536070,471,-1
5907249,2507412,471,-1
5907250,2502906,491,-1
5907251,2507399,491,-1
5907252,2507594,491,-1
5907253,2515273,491,-1
5907254,2531848,491,-1
5907255,2493813,491,-1
5907256,2506415,491,-1
5907257,2518920,491,-1
5907258,2536070,491,-1
5907259,2507412,491,-1
5907260,2502906,726,-1
5907261,2507399,726,-1
5907262,2507594,726,-1
5907263,2515273,726,-1
5907264,2531848,726,-1
5907265,2493813,726,-1
5907266,2506415,726,-1
5907267,2518920,726,-1
5907268,2536070,726,-1
5907269,2507412,726,-1
5907270,2512285,491,-1
5907271,2518055,491,-1
5907272,2517409,491,-1
5907273,2524743,491,-1
5907274,2488395,491,-1
5907275,2502213,491,-1
5907276,2488794,491,-1
5907278,2518055,455,-1
5907279,2512285,455,-1
5907280,2517409,455,-1
5907281,2524743,455,-1
5907282,2488395,455,-1
5907283,2502213,455,-1
5907284,2488794,455,-1
5907286,2512285,649,-1
5907287,2518055,649,-1
5907288,2517409,649,-1
5907289,2524743,649,-1
5907290,2488395,649,-1
5907291,2502213,649,-1
5907292,2488794,649,-1
5907294,46436,5547,-1
5907295,429815,5547,-1
5907296,381381,5547,-1
5907297,2528114,5547,-1
5907299,46436,440,-1
5907300,429815,440,-1
5907301,381381,440,-1
5907302,2528114,440,-1
5907303,46436,559,-1
5907306,2528114,559,-1
5907362,2490430,496,-1
5907363,2502639,496,-1
5907364,2534850,496,-1
5907365,2504267,496,-1
5907366,2498757,496,-1
5907367,2493780,496,-1
5907368,2511175,496,-1
5907369,2492622,496,-1
5907370,2505502,496,-1
5907371,2502666,496,-1
5907372,2520403,496,-1
5907373,2495785,496,-1
5907374,2529959,496,-1
5907375,2526757,496,-1
5907376,2533309,496,-1
5907377,2512869,496,-1
5907378,2535145,496,-1
5907379,2535921,496,-1
5907380,2489716,496,-1
5907381,2499391,496,-1
5907382,2271601,496,-1
5907383,2510411,496,-1
5907384,2499180,496,-1
5907385,2515577,456,-1
5907387,2515577,495,-1
5907389,2515577,721,-1
5907478,2514503,449,-1
5907479,2491154,449,-1
5907480,2536440,449,-1
5907481,2492307,449,-1
5907482,2502812,449,-1
5907483,2488647,449,-1
5907484,2512152,449,-1
5907485,2533146,449,-1
5907486,2495576,449,-1
5907487,2526865,449,-1
5907488,2487653,449,-1
5907489,2507168,449,-1
5907490,2519503,449,-1
5907491,2527405,449,-1
5907492,478286,449,-1
5907493,2494917,449,-1
5907494,2512539,449,-1
5907495,2508353,449,-1
5907496,2500670,449,-1
5907497,2520462,449,-1
5907498,2537274,449,-1
5907499,2501216,449,-1
5907500,27927,449,-1
5907502,345983,449,-1
5907544,445924,576,-1
5907545,1470746,576,-1
5907546,421394,576,-1
5907547,2503255,576,-1
5907548,1526425,576,-1
5907549,13633,576,-1
5907550,51524,576,-1
5907551,1526411,576,-1
5907552,2493163,576,-1
5907553,1564,576,-1
5907554,2488598,576,-1
5907555,2511646,576,-1
5907556,2520442,576,-1
5907557,2535712,576,-1
5907558,2488367,576,-1
5907559,20881,576,-1
5907560,197091,576,-1
5907561,13328,576,-1
5907562,117435,576,-1
5907564,107682,576,-1
5907565,19315,576,-1
5907566,2533909,576,-1
5907567,1163231,576,-1
5907568,191163,576,-1
5907569,461650,576,-1
5907570,2496389,576,-1
5907571,2524431,576,-1
5907572,2510956,576,-1
5907573,2528018,576,-1
5907574,2494925,576,-1
5907575,463890,576,-1
5907576,490066,576,-1
5907577,79574,576,-1
5907578,145542,576,-1
5907579,445925,576,-1
5907580,2529304,576,-1
5907581,2495149,576,-1
5907582,2493215,576,-1
5907587,2503141,708,-1
5907588,2499415,708,-1
5907589,2503876,708,-1
5907590,2527475,708,-1
5907591,2526285,708,-1
5907592,2508217,708,-1
5907593,2492755,708,-1
5907594,2535514,708,-1
5907595,2498623,708,-1
5907596,2509074,708,-1
5907597,246693,708,-1
5907609,2534204,522,-1
5907610,2524720,522,-1
5907611,2527573,522,-1
5907613,2517667,522,-1
5907614,2499185,522,-1
5907615,2513874,522,-1
5907616,2495746,522,-1
5907617,2497329,522,-1
5907618,2495176,522,-1
5907619,2512908,522,-1
5907620,2492704,522,-1
5907629,2490496,646,-1
5907635,2506496,646,-1
5907691,209979,5632,-1
5907692,377281,5632,-1
5907693,209765,5632,-1
5907694,250063,5632,-1
5907695,333939,5632,-1
5907696,391197,5632,-1
5907697,593738,5632,-1
5907698,2689,5632,-1
5907699,391169,5632,-1
5907700,477862,5632,-1
5907701,573326,5632,-1
5907702,391188,5632,-1
5907703,45859,5632,-1
5907704,1571402,5632,-1
5907705,210124,5632,-1
5907706,249585,5632,-1
5907707,377347,5632,-1
5907708,2748,5632,-1
5907747,57200,5547,-1
5907748,2536116,5547,-1
5907749,2496005,5547,-1
5907750,2530284,5547,-1
5907751,2521938,5547,-1
5907752,2525336,5547,-1
5907753,2511287,5547,-1
5907754,2508156,5547,-1
5907755,2490745,5547,-1
5907756,2506209,5547,-1
5907757,2509605,5547,-1
5907758,2506952,5547,-1
5907759,2491916,5547,1
5907760,2534299,5547,-1
5907761,2506489,5547,-1
5907882,2497568,491,-1
5907883,2509496,491,-1
5907884,2530630,491,-1
5907885,2507388,491,-1
5907886,2488482,491,-1
5907887,2535439,491,-1
5907888,2500774,491,-1
5907889,2493464,491,-1
5907890,2525841,491,-1
5907891,2492934,491,-1
5907892,2521556,491,-1
5907893,2508792,491,-1
5907894,2534663,491,-1
5907895,2518863,491,-1
5907896,2499787,491,-1
5907897,2497609,491,-1
5907899,2497568,646,-1
5907900,2509496,646,-1
5907901,2530630,646,-1
5907902,2507388,646,-1
5907903,2488482,646,-1
5907904,2535439,646,-1
5907905,2500774,646,-1
5907906,2493464,646,-1
5907907,2525841,646,-1
5907908,2492934,646,-1
5907909,2521556,646,-1
5907910,2508792,646,-1
5907911,2534663,646,-1
5907912,2518863,646,-1
5907913,2499787,646,-1
5907914,2497609,646,-1
5907916,2497568,726,-1
5907917,2509496,726,-1
5907918,2530630,726,-1
5907919,2507388,726,-1
5907920,2488482,726,-1
5907921,2535439,726,-1
5907922,2500774,726,-1
5907923,2493464,726,-1
5907924,2525841,726,-1
5907925,2492934,726,-1
5907926,2521556,726,-1
5907927,2508792,726,-1
5907928,2534663,726,-1
5907929,2518863,726,-1
5907930,2499787,726,-1
5907931,2497609,726,-1
5907933,2506322,456,-1
5907934,2528845,456,-1
5907935,2536317,456,-1
5907936,2509118,456,-1
5907937,2513776,456,-1
5907938,2508396,456,-1
5907939,2535246,456,-1
5907940,2500915,456,-1
5907941,2494728,456,-1
5907942,1837805,456,-1
5907943,2506322,97,-1
5907944,2528845,97,-1
5907945,2536317,97,-1
5907946,2509118,97,-1
5907949,2535246,97,-1
5907950,2500915,97,-1
5907951,2494728,97,-1
5907952,1837805,97,-1
5908007,2514980,5602,-1
5908008,2512202,5602,-1
5908010,2514980,646,-1
5908011,2512202,646,-1
5908059,2525898,432,-1
5908060,2524252,538,-1
5908061,2496777,538,-1
5908064,2496336,538,-1
5908065,2533334,538,-1
5908101,85900,5547,-1
5908102,348442,5547,-1
5908103,47209,5547,-1
5908104,85900,440,-1
5908105,348442,440,-1
5908115,2492044,489,-1
5908117,2490908,489,-1
5908118,2208807,489,-1
5908119,2492044,5604,-1
5908121,2490908,5604,-1
5908154,63632,5585,-1
5908155,2380748,5585,-1
5908156,2121949,5585,-1
5908157,2404149,5585,-1
5908158,2375015,5585,-1
5908159,35029,5585,-1
5908160,2522538,5585,-1
5908161,2525474,5585,-1
5908162,2133241,5585,-1
5908163,2115221,5585,-1
5908164,2515227,5585,-1
5908165,2490417,5585,-1
5908166,2491534,5585,-1
5908167,2194016,5585,-1
5908168,2507798,5585,-1
5908169,2533610,5585,-1
5908170,2504223,5585,-1
5908171,2526924,5585,-1
5908172,2494284,5585,-1
5908173,2185950,5585,-1
5908174,2141118,5585,-1
5908175,2124214,5585,-1
5908176,2377089,5585,-1
5908177,1333748,5585,-1
5908178,1430282,5585,-1
5908179,1430283,5585,-1
5908180,2515446,5585,-1
5908181,1430284,5585,-1
5908182,1430286,5585,-1
5908183,1430285,5585,-1
5908184,1430274,5585,-1
5908185,1430278,5585,-1
5908186,1430279,5585,-1
5908187,1430287,5585,-1
5908188,2378721,5585,-1
5908189,1333749,5585,-1
5908190,2164890,5585,-1
5908191,2138354,5585,-1
5908192,2496409,5585,-1
5908193,2502567,5585,-1
5908194,2499055,5585,-1
5908195,2515874,5585,-1
5908196,2529297,5585,-1
5908197,2503953,5585,-1
5908198,2516341,5585,-1
5908244,2115221,527,-1
5908245,1333748,527,-1
5908246,2499055,527,-1
5908262,2486620,890,1
5908263,2486620,355,-1
5908266,2499639,325,-1
5908267,2505974,325,-1
5908268,2528378,325,-1
5908269,2514977,325,-1
5908270,2522968,325,-1
5908271,2517086,325,-1
5908272,2490069,325,-1
5908273,2511075,325,-1
5908274,2494817,325,-1
5908275,2533050,325,-1
5908276,2499639,646,-1
5908277,2505974,646,-1
5908278,2528378,646,-1
5908279,2514977,646,-1
5908280,2522968,646,-1
5908281,2517086,646,-1
5908282,2490069,646,-1
5908283,2511075,646,-1
5908284,2494817,646,-1
5908285,2533050,646,-1
5908286,2499639,721,-1
5908287,2505974,721,-1
5908288,2528378,721,-1
5908289,2514977,721,-1
5908290,2522968,721,-1
5908291,2517086,721,-1
5908292,2490069,721,-1
5908293,2511075,721,-1
5908294,2494817,721,-1
5908295,2533050,721,-1
5908312,2528094,491,-1
5908313,2502533,491,-1
5908314,2510834,491,-1
5908315,2493175,491,1
5908316,2499537,491,1
5908317,2512391,491,-1
5908318,2516761,491,-1
5908319,2492870,491,-1
5908320,2489971,491,-1
5908321,2490737,491,-1
5908322,2516831,491,-1
5908323,2522036,491,-1
5908324,2489734,491,-1
5908325,2536992,491,-1
5908326,2522442,491,-1
5908327,2491967,491,-1
5908328,2513104,491,-1
5908329,2515370,491,-1
5908330,2510581,491,-1
5908331,2522649,491,-1
5908332,2516429,491,1
5908333,2510635,491,-1
5908334,2518463,491,-1
5908335,2504612,491,-1
5908336,2489816,491,-1
5908365,2279213,542,-1
5908366,2279213,687,-1
5908367,2279213,655,-1
5908369,2490362,491,-1
5908370,2515850,491,-1
5908371,2528335,491,-1
5908372,2502806,491,-1
5908373,2535444,491,-1
5908374,2528930,491,-1
5908375,2497690,491,-1
5908376,2494611,491,-1
5908377,2514067,491,-1
5908378,2519437,491,-1
5908379,2516832,491,-1
5908380,2527442,491,-1
5908381,2517897,491,-1
5908382,2523853,491,-1
5908383,2504034,491,-1
5908384,2490758,491,-1
5908385,2509574,491,-1
5908386,2520005,491,-1
5908390,2490362,646,-1
5908391,2515850,646,-1
5908392,2528335,646,-1
5908393,2502806,646,-1
5908394,2535444,646,-1
5908395,2528930,646,-1
5908396,2497690,646,-1
5908397,2494611,646,-1
5908398,2514067,646,-1
5908399,2519437,646,-1
5908400,2516832,646,-1
5908401,2527442,646,-1
5908402,2517897,646,-1
5908403,2523853,646,-1
5908404,2504034,646,-1
5908405,2490758,646,-1
5908406,2509574,646,-1
5908407,2520005,646,-1
5908430,2513814,538,-1
5908431,2513814,5551,-1
5908432,2513814,718,-1
5908433,2513814,489,-1
5908435,2513814,5585,-1
5908441,2490007,690,1
5908442,2535226,690,-1
5908443,2516438,690,1
5908444,2527091,690,-1
5908445,2205641,723,-1
5908446,2515966,723,-1
5908447,2506815,723,-1
5908448,2490219,723,-1
5908449,2514902,723,-1
5908450,2525273,723,-1
5908451,2531664,723,-1
5908463,2506326,748,-1
5908464,2506326,456,-1
5908465,2205641,325,-1
5908466,2205641,491,-1
5908467,2515966,491,-1
5908468,2506815,491,-1
5908469,2490219,491,-1
5908470,2514902,491,-1
5908471,2525273,491,-1
5908472,2205641,308,-1
5908473,2515966,308,-1
5908474,2506815,308,-1
5908475,2490219,308,-1
5908476,2514902,308,-1
5908477,2525273,308,-1
5908478,2531664,308,-1
5908479,2205641,478,-1
5908480,2515966,478,-1
5908481,2506815,478,-1
5908482,2490219,478,-1
5908483,2514902,478,-1
5908484,2525273,478,-1
5908485,2531664,478,-1
5908520,2515966,1574,-1
5908521,2506815,1574,-1
5908522,2490219,1574,-1
5908523,2514902,1574,-1
5908524,2525273,1574,-1
5908525,2531664,1574,-1
5908537,2515966,594,-1
5908538,2506815,594,-1
5908539,2490219,594,-1
5908540,2514902,594,-1
5908541,2531664,594,-1
5908542,2515966,334,-1
5908543,2506815,334,-1
5908544,2490219,334,-1
5908545,2514902,334,-1
5908551,2489054,649,-1
5908552,2489054,559,-1
5908577,461961,779,-1
5908584,2502730,308,-1
5908585,2515840,308,-1
5908614,1929986,408,-1
5908615,2500764,408,-1
5908616,2521494,408,-1
5908617,2497673,408,-1
5908618,2518981,408,-1
5908619,2506070,408,-1
5908621,1929986,646,-1
5908622,2500764,646,-1
5908623,2521494,646,-1
5908624,2497673,646,-1
5908625,2518981,646,-1
5908626,2506070,646,-1
5908628,1929986,308,-1
5908629,2500764,308,-1
5908630,2521494,308,-1
5908631,2497673,308,-1
5908632,2518981,308,-1
5908633,2506070,308,-1
5908635,1929986,491,-1
5908636,2500764,491,-1
5908637,2521494,491,-1
5908638,2497673,491,-1
5908639,2518981,491,-1
5908640,2506070,491,-1
5908642,1929986,455,-1
5908643,2500764,455,-1
5908644,2521494,455,-1
5908645,2497673,455,-1
5908646,2518981,455,-1
5908647,2506070,455,-1
5908649,1929986,488,-1
5908650,2500764,488,-1
5908651,2521494,488,-1
5908652,2497673,488,-1
5908653,2518981,488,-1
5908654,2506070,488,-1
5908656,2490193,496,-1
5908657,2507407,496,-1
5908658,2514027,496,-1
5908661,2523050,496,-1
5908663,2489819,496,-1
5908664,2533190,496,-1
5908665,2488914,496,-1
5908667,2503212,496,-1
5908668,2489355,496,-1
5908671,2517305,726,-1
5908672,2502367,726,-1
5908673,2507632,726,-1
5908679,2517305,646,-1
5908680,2502367,646,-1
5908681,2507632,646,-1
5908683,2517305,5737,-1
5908684,2502367,5737,-1
5908685,2507632,5737,-1
5908704,2504191,803,-1
5908705,2513878,803,-1
5908706,2531509,803,-1
5908707,2513682,803,-1
5908708,2534024,803,-1
5908709,2529580,803,-1
5908710,2487685,803,-1
5908711,2523747,803,-1
5908712,2498149,803,-1
5908713,2527304,803,-1
5908714,2500460,803,-1
5908715,2510434,803,-1
5908716,2518975,803,-1
5908717,2519793,803,-1
5908718,2490588,803,-1
5908719,2083186,803,-1
5908720,2514658,803,-1
5908721,2521631,803,-1
5908722,2083185,803,-1
5908725,2505821,394,-1
5908726,2507233,394,-1
5908727,2533161,394,-1
5908728,2510453,394,-1
5908729,2488808,394,-1
5908730,2535731,394,-1
5908731,2512545,826,-1
5908732,2533169,826,-1
5908733,2515169,826,-1
5908734,2517955,826,-1
5908735,2497383,826,-1
5908736,2492499,826,-1
5908737,2507022,826,-1
5908738,2493786,826,-1
5908783,1972595,449,-1
5908784,2490888,449,-1
5908785,2510614,449,-1
5908786,2512394,449,-1
5908787,2522927,449,-1
5908788,2502237,449,-1
5908789,2490185,449,-1
5908790,2493543,449,-1
5908791,2509058,449,-1
5908792,2531203,449,-1
5908793,2504552,449,-1
5908794,2498142,449,-1
5908795,2497462,449,-1
5908796,2501807,449,-1
5908797,2492694,449,-1
5908798,2500528,449,-1
5908799,2512791,449,-1
5908800,2503833,449,-1
5908801,2504137,449,-1
5908802,2529260,449,-1
5908803,2491483,449,-1
5908804,2504957,449,-1
5908805,2488280,449,-1
5908806,2497797,449,-1
5908807,2519242,449,-1
5908808,2489996,449,-1
5908809,2515480,449,-1
5908810,2531986,449,-1
5908811,2530311,449,-1
5908812,2490281,449,-1
5908813,2488339,449,-1
5908814,2506939,449,-1
5908815,2494564,449,-1
5908816,2534225,449,-1
5908817,2497400,449,-1
5908818,2488129,449,-1
5908819,2526052,449,-1
5908820,2512541,449,-1
5908821,2524826,449,-1
5908822,2491217,449,-1
5908823,2492965,449,-1
5908824,2493641,449,-1
5908825,2501148,449,-1
5908826,2509050,449,-1
5908827,2493141,449,-1
5908828,2498375,449,-1
5908829,2505990,449,-1
5908830,2526365,449,-1
5908831,2497255,449,-1
5908832,2508244,449,-1
5908833,2528891,722,-1
5908834,2501857,722,-1
5908842,2520796,496,-1
5908843,2506188,496,-1
5908844,2493527,496,-1
5908845,2490997,496,-1
5908846,2528644,496,-1
5908847,2510941,496,-1
5908848,2521975,496,-1
5908849,2499249,325,-1
5908850,2492890,325,-1
5908851,2510369,325,-1
5908852,2519046,325,-1
5908853,2505296,325,-1
5908854,2533696,325,-1
5908856,2535257,325,-1
5908857,2508184,325,-1
5908858,2501849,325,-1
5908859,2515797,325,-1
5908860,2511630,325,-1
5908861,2514848,325,-1
5908862,2505766,325,-1
5908863,1160242,325,-1
5908864,2494479,325,-1
5908865,2512918,325,-1
5908866,2513596,325,-1
5908867,2507885,325,-1
5908868,2499249,646,-1
5908869,2492890,646,-1
5908870,2510369,646,-1
5908871,2519046,646,-1
5908872,2505296,646,-1
5908873,2533696,646,-1
5908875,2535257,646,-1
5908876,2508184,646,-1
5908877,2501849,646,-1
5908878,2515797,646,-1
5908879,2511630,646,-1
5908880,2514848,646,-1
5908881,2505766,646,-1
5908882,1160242,646,-1
5908883,2494479,646,-1
5908884,2512918,646,-1
5908885,2513596,646,-1
5908886,2507885,646,-1
5908887,2499249,594,-1
5908888,2492890,594,-1
5908889,2510369,594,-1
5908890,2519046,594,-1
5908891,2505296,594,-1
5908892,2533696,594,-1
5908893,28853,594,-1
5908894,2535257,594,-1
5908895,2508184,594,-1
5908896,2501849,594,-1
5908897,2515797,594,-1
5908898,2511630,594,-1
5908899,2514848,594,-1
5908900,2505766,594,-1
5908901,1160242,594,-1
5908902,2494479,594,-1
5908903,2512918,594,-1
5908904,2513596,594,-1
5908905,2507885,594,-1
5908906,2499249,754,-1
5908907,2492890,754,-1
5908908,2510369,754,-1
5908909,2519046,754,-1
5908910,2505296,754,-1
5908911,2533696,754,-1
5908912,28853,754,-1
5908913,2535257,754,-1
5908914,2508184,754,-1
5908915,2501849,754,-1
5908916,2515797,754,-1
5908917,2511630,754,-1
5908918,2514848,754,-1
5908919,2505766,754,-1
5908920,1160242,754,-1
5908921,2494479,754,-1
5908922,2512918,754,-1
5908923,2513596,754,-1
5908924,2507885,754,-1
5908925,2499249,773,-1
5908926,2492890,773,-1
5908927,2510369,773,-1
5908928,2519046,773,-1
5908929,2505296,773,-1
5908930,2533696,773,-1
5908931,28853,773,-1
5908932,2535257,773,-1
5908933,2508184,773,-1
5908934,2501849,773,-1
5908935,2515797,773,-1
5908936,2511630,773,-1
5908937,2514848,773,-1
5908938,2505766,773,-1
5908939,1160242,773,-1
5908940,2494479,773,-1
5908941,2512918,773,-1
5908942,2513596,773,-1
5908943,2507885,773,-1
5908944,2499249,726,-1
5908945,2492890,726,-1
5908946,2510369,726,-1
5908947,2519046,726,-1
5908948,2505296,726,-1
5908949,2533696,726,-1
5908950,28853,726,1
5908951,2535257,726,-1
5908952,2508184,726,-1
5908953,2501849,726,-1
5908954,2515797,726,-1
5908955,2511630,726,-1
5908956,2514848,726,-1
5908957,2505766,726,-1
5908958,1160242,726,-1
5908959,2494479,726,-1
5908960,2512918,726,-1
5908961,2513596,726,-1
5908962,2507885,726,-1
5908968,2490993,646,-1
5908969,2508139,646,-1
5908970,2504602,646,-1
5908971,2524430,646,-1
5908972,2502368,646,-1
5908973,2520369,646,-1
5908974,2495961,646,-1
5908975,2532863,646,-1
5908976,2527648,646,-1
5908977,2494136,646,-1
